Organisation Code,Organisation Name,Commissioning Region,Organisation Type,Site Code,Site Name,Site Type,Gross internal site floor area (m²),Occupied floor area (m²),NHS estate Occupied Floor Area (%),Site Heated Volume (m³),Site footprint (m²),Site land area (Hectare),Patient occupied floor area (m²),Non-patient occupied floor area (m²),Not functionally suitable - Occupied floor area (%),Not functionally suitable - Patient occupied floor area (%),Un-utilised Space (%),Available beds (No.),Occupied beds (No.),Single bedrooms for patients with en-suite facilities (No.),Single bedrooms for patients without en-suite facilities (No.),Age Profile - 2005 to present (%),Age Profile - 1995 to 2004 (%),Age Profile - 1985 to 1994 (%),Age Profile - 1975 to 1984 (%),Age Profile - 1965 to 1974 (%),Age Profile - 1955 to 1964 (%),Age Profile - 1948 to 1954 (%),Age Profile - pre 1948 (%),Age Profile - Total (must equal 100%) (%),Cost to eradicate High Risk Backlog (£),Cost to eradicate Significant Risk Backlog (£),Cost to eradicate Moderate Risk Backlog (£),Cost to eradicate Low Risk Backlog (£),Risk Adjusted Backlog Cost (£),Number of CHP units operated on the site (No.),Total full load rating of the electrical generator plant (kW),Total fossil energy input to the CHP system/s (kWh),Total thermal energy output of the CHP system/s (kWh),Total electrical energy output of the CHP system/s (kWh),Total exported electricity for the site (kWh),Total exported thermal energy for the site (kWh),Electricity Consumed - Utility (kWh),Gas Consumed - Utility (kWh),Oil Consumed - Utility (kWh),Coal Consumed - Utility (kWh),Electricity Consumed - Local (kWh),Steam Consumed - Local (kWh),Hot Water Consumed - Local (kWh),Electricity Consumed - Renewable (kWh),Non-fossil fuel Consumed - Renewable (kWh),"Total Energy Cost (all energy supplies, utility, local & renewable) (£)",Water volume (including Borehole) (m³),Water and Sewage Cost (£),Total Waste Cost (£),High Temperature Disposal Waste Weight (Tonnes),Non Burn Treatment (Alternative Treatment Plant) Disposal Waste Weight (Tonnes),Landfill Disposal Waste Weight (Tonnes),Waste Electrical and Electronic Equipment (WEEE) Weight (Tonnes),Preparing for re-use volume (Tonnes),Other recovery volume (Tonnes),Waste recycling volume (Tonnes),"Waste recycling, recovery and preparing for re-use cost (£)",Patient/Visitor concession scheme provided (Yes/No),Total parking spaces available (No.),Designated parking spaces available for patients/visitors (No.),Designated disabled parking spaces (No.),Designated parking spaces available for staff (No.),Average fee charged per hour for patient/visitor parking (£),Average fee charged per hour for Staff parking (£),Do you charge for disabled parking (Yes/No/None),Cost of feeding one in-patient per day (patient meal day) (£),Ward food waste - unserved meals (%),Total in-patient main meals requested (No.),Gross cost of in-patient services (£)
5FE,PORTSMOUTH CITY TEACHING PCT,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,PRIMARY CARE TRUST,5FE05,GOSPORT WAR MEMORIAL HOSPITAL,COMMUNITY HOSPITAL,481.00,481.00,4.00,1203.00,326.00,0.10,355.00,88.00,0.00,0.00,0.00,2.00,2.00,0.00,1.00,0.00,0.00,60.00,0.00,0.00,0.00,0.00,40.00,100.00,0.00,0.00,3804.00,296.00,121.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,45050.00,117120.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6265.00,487.00,1311.00,1235.00,1.52,0.00,0.00,0.00,0.00,3.39,0.11,606.00,No,9.00,3.00,1.00,5.00,0.50,0.00,No,16.48,0.35,3391.00,16361.00
5FE,PORTSMOUTH CITY TEACHING PCT,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,PRIMARY CARE TRUST,5FE06,PETERSFIELD HOSPITAL,COMMUNITY HOSPITAL,361.00,361.00,7.00,895.00,239.00,0.07,252.00,83.00,0.00,0.00,0.00,3.00,2.00,0.00,1.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,137.00,2459.00,81.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,47370.00,134901.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9955.00,407.00,1522.00,856.00,1.30,0.00,0.00,0.00,0.00,1.70,0.32,341.00,No,6.00,3.00,0.00,3.00,0.50,0.00,No,12.02,0.83,2892.00,13716.00
5FE,PORTSMOUTH CITY TEACHING PCT,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,PRIMARY CARE TRUST,5FE11,ST. JAMES HOSPITAL,LONG STAY HOSPITAL,17432.00,14812.00,46.00,45125.00,12057.00,11.38,5590.00,9222.00,8.06,0.00,9.00,0.00,0.00,0.00,0.00,1.00,2.00,1.00,0.00,1.00,10.00,10.00,75.00,100.00,0.00,139724.00,317066.00,390821.00,150289.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,998316.00,3250429.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,247480.00,10348.00,39194.00,21105.00,10.17,0.00,0.00,2.11,0.00,83.97,30.68,16487.00,No,284.00,280.00,17.00,282.00,0.00,0.00,No,14.04,2.31,51495.00,361220.00
5FE,PORTSMOUTH CITY TEACHING PCT,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,PRIMARY CARE TRUST,AGGRE,AGGREGATE SITE,AGGREGATE SITE,6066.00,5259.00,87.00,15746.00,4332.00,2.01,3252.00,2410.00,6.02,7.23,10.00,6.00,5.00,0.00,1.00,0.50,5.50,5.00,24.70,24.00,17.30,0.00,23.00,100.00,35351.00,258555.00,136877.00,171477.00,318544.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,441780.00,1064421.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,80459.00,3512.00,9097.00,9216.00,6.13,0.00,0.00,0.37,0.00,21.78,7.99,4950.00,No,128.00,86.00,8.00,45.00,0.00,0.00,No,18.08,3.87,2785.00,16679.00
5J2,WARRINGTON PCT,NORTH WEST STRATEGIC HEALTH AUTHORITY,PRIMARY CARE TRUST,AGGRE,AGGREGATE SITE,AGGREGATE SITE,16931.00,11232.00,37.70,16931.00,16931.00,2.00,5643.00,4232.00,0.00,0.00,37.00,0.00,0.00,0.00,0.00,21.90,11.10,0.50,38.80,11.10,16.60,0.00,0.00,100.00,241000.00,32100.00,124321.00,401123.00,145000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,85277.00,0.00,0.00,78196.00,0.00,0.00,0.00,0.00,204176.00,3620.00,34329.00,124189.00,15.20,0.00,8.00,0.00,0.00,0.00,0.00,0.00,No,325.00,187.00,20.00,0.00,0.00,0.00,No,0.00,0.00,0.00,0.00
5KF,GATESHEAD PCT,NORTH EAST STRATEGIC HEALTH AUTHORITY,PRIMARY CARE TRUST,5KF04,CARR HILL CLINIC CARR HILL ROAD,TREATMENT CENTRE,249.00,249.00,100.00,662.00,286.00,0.06,160.00,89.00,40.00,0.00,67.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,100.00,0.00,0.00,10127.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11887.00,20007.00,0.00,0.00,0.00,0.00,0.00,1348.00,0.00,3604.00,277.00,452.00,1611.00,0.05,1.30,0.32,0.00,0.00,0.00,2.19,896.00,None,0.00,0.00,0.00,0.00,0.00,0.00,No,0.00,0.00,0.00,0.00
5KF,GATESHEAD PCT,NORTH EAST STRATEGIC HEALTH AUTHORITY,PRIMARY CARE TRUST,5KF05,DUNSTON BANK HEALTH CENTRE,TREATMENT CENTRE,504.00,504.00,100.00,1267.00,544.00,0.30,345.00,159.00,0.00,0.00,35.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,46529.00,122810.00,0.00,0.00,0.00,0.00,0.00,2902.00,0.00,5282.00,3221.00,425.00,2299.00,0.50,1.30,1.12,0.00,0.00,0.00,2.19,896.00,None,32.00,0.00,3.00,0.00,0.00,0.00,No,0.00,0.00,0.00,0.00
5KF,GATESHEAD PCT,NORTH EAST STRATEGIC HEALTH AUTHORITY,PRIMARY CARE TRUST,5KF06,FELLING HEALTH CENTRE STEPHENSON TERRACE,TREATMENT CENTRE,1217.00,1217.00,100.00,3173.00,1024.00,0.52,730.00,444.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,12808.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,191438.00,287005.00,0.00,0.00,0.00,0.00,0.00,2218.00,0.00,22439.00,404.00,1109.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,None,43.00,37.00,3.00,3.00,0.00,0.00,No,0.00,0.00,0.00,0.00
5KF,GATESHEAD PCT,NORTH EAST STRATEGIC HEALTH AUTHORITY,PRIMARY CARE TRUST,5KF07,GATESHEAD HEALTH CENTRE PRINCE CONSORT ROAD,TREATMENT CENTRE,1393.00,1393.00,100.00,3339.00,1024.00,0.15,834.00,559.00,0.00,0.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,176747.00,236409.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35303.00,1017.00,1443.00,3856.00,0.20,1.30,9.24,0.00,0.50,0.00,1.38,1071.00,None,18.00,0.00,4.00,14.00,0.00,0.00,No,0.00,0.00,0.00,0.00
5KF,GATESHEAD PCT,NORTH EAST STRATEGIC HEALTH AUTHORITY,PRIMARY CARE TRUST,5KF08,GRASS BANKS HEALTH CENTRE,TREATMENT CENTRE,930.00,930.00,100.00,2390.00,781.00,0.30,585.00,345.00,10.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,100.00,0.00,0.00,66389.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,85672.00,222475.00,0.00,0.00,0.00,0.00,0.00,3790.00,0.00,17030.00,385.00,3585.00,1812.00,0.10,1.30,2.70,0.00,0.00,0.00,1.02,1071.00,None,18.00,0.00,2.00,0.00,0.00,0.00,No,0.00,0.00,0.00,0.00
5KF,GATESHEAD PCT,NORTH EAST STRATEGIC HEALTH AUTHORITY,PRIMARY CARE TRUST,5KF09,KINGFISHER HOUSE UNIT 4A KINGSWAY TEAM VALLEY TRADING ESTATE,TREATMENT CENTRE,391.00,391.00,100.00,1041.00,414.00,0.04,0.00,391.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23867.00,21277.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3643.00,0.00,0.00,800.00,0.00,0.00,2.00,1.00,0.00,0.00,0.60,390.00,None,12.00,0.00,2.00,0.00,0.00,0.00,No,0.00,0.00,0.00,0.00
5KF,GATESHEAD PCT,NORTH EAST STRATEGIC HEALTH AUTHORITY,PRIMARY CARE TRUST,5KF11,LOW FELL CLINIC BEACON LOUGH ROAD,TREATMENT CENTRE,400.00,400.00,100.00,919.00,459.00,0.20,244.00,156.00,0.00,0.00,33.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,82410.00,74465.00,0.00,0.00,0.00,0.00,0.00,1929.00,0.00,7113.00,85.00,199.00,2600.00,0.10,1.30,2.10,0.00,0.00,0.00,2.19,448.00,None,13.00,0.00,1.00,0.00,0.00,0.00,No,0.00,0.00,0.00,0.00
5KF,GATESHEAD PCT,NORTH EAST STRATEGIC HEALTH AUTHORITY,PRIMARY CARE TRUST,5KF12,RYTON CHILD WELFARE CENTRE AND DENTAL CLINIC GRANGE ROAD,TREATMENT CENTRE,335.00,335.00,100.00,813.00,355.00,0.10,212.00,123.00,20.00,20.00,33.00,0.00,0.00,0.00,0.00,0.00,20.00,0.00,0.00,80.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8250.00,80878.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5885.00,109.00,327.00,1685.00,0.10,1.30,2.70,0.00,0.00,0.00,0.12,720.00,None,15.00,0.00,3.00,0.00,0.00,0.00,No,0.00,0.00,0.00,0.00
5KF,GATESHEAD PCT,NORTH EAST STRATEGIC HEALTH AUTHORITY,PRIMARY CARE TRUST,5KF13,TEAMS CLINIC NORTHUMBERLAND STREET,TREATMENT CENTRE,193.00,193.00,100.00,437.00,203.00,0.06,0.00,193.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21975.00,30130.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3516.00,168.00,18.00,1741.00,0.00,0.00,2.07,0.00,0.00,0.00,1.95,896.00,None,0.00,0.00,0.00,0.00,0.00,0.00,No,0.00,0.00,0.00,0.00
5KF,GATESHEAD PCT,NORTH EAST STRATEGIC HEALTH AUTHORITY,PRIMARY CARE TRUST,5KF14,WHICKHAM HEALTH CENTRE RECTORY LANE,TREATMENT CENTRE,1574.00,1574.00,100.00,3426.00,821.00,0.84,888.00,686.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,80.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,75949.00,189778.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19360.00,414.00,756.00,2350.00,0.10,1.30,4.99,0.10,0.00,0.00,1.12,1171.00,None,52.00,29.00,2.00,21.00,0.00,0.00,No,0.00,0.00,0.00,0.00
5KF,GATESHEAD PCT,NORTH EAST STRATEGIC HEALTH AUTHORITY,PRIMARY CARE TRUST,5KF15,WINLATON CLINIC HOOD SQUARE,TREATMENT CENTRE,199.00,199.00,0.00,508.00,211.00,0.08,0.00,0.00,40.00,40.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,None,3.00,0.00,0.00,3.00,0.00,0.00,No,0.00,0.00,0.00,0.00
5KF,GATESHEAD PCT,NORTH EAST STRATEGIC HEALTH AUTHORITY,PRIMARY CARE TRUST,5KF16,WREKENTON HEALTH CENTRE SPRINGWELL ROAD,TREATMENT CENTRE,1579.00,1579.00,100.00,3848.00,1065.00,0.30,909.00,670.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,11292.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,236555.00,209534.00,0.00,0.00,0.00,0.00,0.00,4646.00,0.00,33415.00,772.00,298.00,3345.00,0.10,1.30,8.16,0.00,0.00,0.00,1.02,1071.00,None,40.00,0.00,5.00,0.00,0.00,0.00,No,0.00,0.00,0.00,0.00
5KF,GATESHEAD PCT,NORTH EAST STRATEGIC HEALTH AUTHORITY,PRIMARY CARE TRUST,5KF18,"GATESHEAD PCT HQ, TEAM VIEW",SUPPORT FACILITY,1325.00,438.00,33.00,3691.00,741.00,0.68,0.00,438.00,0.00,0.00,33.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,100969.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,167200.00,257123.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,39353.00,590.00,1444.00,4269.00,0.00,0.00,25.50,0.10,0.00,0.00,1.24,1412.00,None,53.00,0.00,3.00,0.00,0.00,0.00,No,0.00,0.00,0.00,0.00
5KF,GATESHEAD PCT,NORTH EAST STRATEGIC HEALTH AUTHORITY,PRIMARY CARE TRUST,5KF21,13 WALKER TERRACE,TREATMENT CENTRE,394.00,394.00,100.00,1006.00,197.00,0.05,121.00,273.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,100.00,0.00,0.00,23242.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14773.00,125796.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9110.00,81.00,223.00,1426.00,0.00,0.00,2.50,0.00,0.00,0.00,0.12,720.00,None,2.00,0.00,0.00,2.00,0.00,0.00,No,0.00,0.00,0.00,0.00
5KF,GATESHEAD PCT,NORTH EAST STRATEGIC HEALTH AUTHORITY,PRIMARY CARE TRUST,5KF27,"GATESHEAD EQUIPMENT SERVICES, QUEENS PARK",SUPPORT FACILITY,1772.00,1772.00,100.00,10809.00,1878.00,0.28,0.00,1772.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,289120.00,98426.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17362.00,0.00,499.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,None,23.00,0.00,3.00,0.00,0.00,0.00,No,0.00,0.00,0.00,0.00
5KF,GATESHEAD PCT,NORTH EAST STRATEGIC HEALTH AUTHORITY,PRIMARY CARE TRUST,5KF30,"PIONEER CENTRE, CHOPWELL CLINIC",TREATMENT CENTRE,44.00,44.00,100.00,103.00,46.00,0.05,44.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.00,250.00,0.01,0.05,0.00,0.00,0.00,0.00,0.00,0.00,None,14.00,0.00,4.00,0.00,0.00,0.00,No,0.00,0.00,0.00,0.00
5KF,GATESHEAD PCT,NORTH EAST STRATEGIC HEALTH AUTHORITY,PRIMARY CARE TRUST,5KF39,BRIARWOOD SECTOR BASE,SUPPORT FACILITY,145.00,145.00,100.00,332.00,153.00,0.02,0.00,145.00,70.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,101.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,None,7.00,0.00,1.00,0.00,0.00,0.00,No,0.00,0.00,0.00,0.00
5KF,GATESHEAD PCT,NORTH EAST STRATEGIC HEALTH AUTHORITY,PRIMARY CARE TRUST,5KF44,BEDE CENTRE,TREATMENT CENTRE,377.00,377.00,100.00,918.00,398.00,0.04,230.00,1381.00,0.00,0.00,15.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,59719.00,125283.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9176.00,62.00,187.00,1014.00,0.00,0.00,2.70,0.00,0.00,0.00,0.00,0.00,None,13.00,0.00,3.00,0.00,0.00,0.00,No,0.00,0.00,0.00,0.00
5KF,GATESHEAD PCT,NORTH EAST STRATEGIC HEALTH AUTHORITY,PRIMARY CARE TRUST,5KF48,BLAYDON PRIMARY CARE CENTRE,TREATMENT CENTRE,3839.00,3839.00,100.00,11765.00,2594.00,0.82,2458.00,1381.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,878488.00,41200.00,0.00,0.00,0.00,0.00,0.00,7191.00,0.00,43461.00,0.00,0.00,8189.00,1.30,4.68,18.96,0.00,0.00,0.00,18.72,2162.00,None,142.00,106.00,11.00,36.00,0.00,0.00,No,0.00,0.00,0.00,0.00
5KF,GATESHEAD PCT,NORTH EAST STRATEGIC HEALTH AUTHORITY,PRIMARY CARE TRUST,5KF49,THE CROFT,TREATMENT CENTRE,345.00,345.00,100.00,824.00,254.00,0.08,156.00,189.00,10.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26049.00,632342.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8807.00,198.00,353.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,None,18.00,0.00,2.00,0.00,0.00,0.00,No,0.00,0.00,0.00,0.00
5KF,GATESHEAD PCT,NORTH EAST STRATEGIC HEALTH AUTHORITY,PRIMARY CARE TRUST,5KF50,"14, REGENT TERRANCE",SUPPORT FACILITY,233.00,233.00,100.00,602.00,97.00,0.02,133.00,100.00,50.00,50.00,33.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,100.00,0.00,0.00,11808.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17831.00,58958.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4518.00,122.00,209.00,2111.00,0.10,0.00,1.42,0.00,0.00,0.00,0.12,720.00,No,2.00,0.00,0.00,2.00,0.00,0.00,No,0.00,0.00,0.00,0.00
5KF,GATESHEAD PCT,NORTH EAST STRATEGIC HEALTH AUTHORITY,PRIMARY CARE TRUST,5KF51,BIRTLEY NURSING UNIT,TREATMENT CENTRE,110.00,110.00,100.00,303.00,110.00,0.01,0.00,110.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12362.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2140.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,None,6.00,0.00,0.00,0.00,0.00,0.00,No,0.00,0.00,0.00,0.00
5KG,SOUTH TYNESIDE PCT,NORTH EAST STRATEGIC HEALTH AUTHORITY,PRIMARY CARE TRUST,5KG01,"SOUTH TYNESIDE PCT HQ, CLARENDON",SUPPORT FACILITY,4300.00,4300.00,100.00,11586.00,2153.00,0.91,0.00,4300.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1308858.00,194914.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2611.00,0.00,11.00,0.00,0.00,13.50,0.10,0.00,0.00,19.00,3927.00,None,95.00,0.00,5.00,80.00,0.00,0.00,No,0.00,0.00,0.00,0.00
5KG,SOUTH TYNESIDE PCT,NORTH EAST STRATEGIC HEALTH AUTHORITY,PRIMARY CARE TRUST,5KG02,STANHOPE PARADE HC,TREATMENT CENTRE,1928.00,1928.00,100.00,4389.00,1256.00,0.30,943.00,985.00,0.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,72264.00,235777.00,0.00,0.00,0.00,0.00,0.00,4355.00,0.00,26179.00,713.00,0.00,1864.00,0.10,1.30,5.73,0.10,0.00,0.00,8.02,1487.00,None,69.00,0.00,3.00,0.00,0.00,0.00,No,0.00,0.00,0.00,0.00
5KG,SOUTH TYNESIDE PCT,NORTH EAST STRATEGIC HEALTH AUTHORITY,PRIMARY CARE TRUST,5KG03,MARSDEN ROAD HC,TREATMENT CENTRE,689.00,689.00,100.00,1546.00,588.00,0.19,439.00,240.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,149532.00,27452.00,0.00,0.00,0.00,0.00,0.00,1584.00,0.00,11151.00,0.00,0.00,2161.00,0.10,1.30,2.60,0.00,0.00,0.00,0.10,1.00,None,20.00,0.00,1.00,0.00,0.00,0.00,No,0.00,0.00,0.00,0.00
5KG,SOUTH TYNESIDE PCT,NORTH EAST STRATEGIC HEALTH AUTHORITY,PRIMARY CARE TRUST,5KG04,FLAGG COURT HC,TREATMENT CENTRE,2857.00,2857.00,100.00,7088.00,1986.00,0.28,1768.00,1120.00,0.00,0.00,7.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,224020.00,295491.00,0.00,0.00,0.00,0.00,0.00,8389.00,0.00,37927.00,1082.00,0.00,3997.00,0.20,3.90,16.00,0.10,0.00,0.00,8.02,1487.00,None,40.00,25.00,3.00,15.00,0.00,0.00,No,0.00,0.00,0.00,0.00
5KG,SOUTH TYNESIDE PCT,NORTH EAST STRATEGIC HEALTH AUTHORITY,PRIMARY CARE TRUST,5KG05,HEBBURN HC,TREATMENT CENTRE,1205.00,1205.00,100.00,2674.00,1071.00,0.20,550.00,654.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,100.00,0.00,0.00,39755.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,34030.00,429398.00,0.00,0.00,0.00,0.00,0.00,2584.00,0.00,14542.00,0.00,0.00,2670.00,0.20,2.60,3.30,0.00,0.00,0.00,4.26,1071.00,None,35.00,0.00,3.00,0.00,0.00,0.00,No,0.00,0.00,0.00,0.00
5KG,SOUTH TYNESIDE PCT,NORTH EAST STRATEGIC HEALTH AUTHORITY,PRIMARY CARE TRUST,5KG06,GLASGOW ROAD HC,TREATMENT CENTRE,257.00,257.00,100.00,555.00,272.00,0.10,104.00,153.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20955.00,5045.00,0.00,0.00,0.00,0.00,0.00,2980.00,0.00,4441.00,851.00,0.00,1738.00,0.10,1.30,2.05,0.00,0.00,0.00,2.17,896.00,None,8.00,0.00,1.00,0.00,0.00,0.00,No,0.00,0.00,0.00,0.00
