Trust Code,Trust Name,Old Commissioning Region,New Commissioning Region,Trust Type,Site Code,Site Name,Site Type,Tenure,Leasehold Type,Post Code,Depreciation (£),PDC (£),Leases (£),Rent and Rates (£),Interest on Capital (£),Other Estates and Facilities finance costs (£),Indirect accommodation subsidies (£),Estates and property maintenance (£),Grounds and gardens maintenance (£),Electro Bio Medical Equipment maintenance (£),Other Hard FM (Estates) costs (£),Other Soft FM (Hotel Services) costs (£),Gross internal floor area (m²),Occupied floor area (m²),NHS estate occupied floor area (%),Site heated volume (m³),Land area owned (Hectares),Land area not delivering services (Hectares),Clinical space (m²),Non-clinical space (m²),Private patient (m²),Pathology (m²),Clinical Sterile Services Dept. (CSSD) (m²),Medical records (m²),Human Resources (m²),Information Technology (m²),General Administration (m²),Restaurants (m²),Staff Accommodation (m²),Retail sales area (m²),Not functionally suitable - occupied floor area (%),Not functionally suitable - patient occupied floor area (%),Floor area - empty (%),Floor area - under used (%),Single bedrooms for patients with en-suite facilities (No.),Single bedrooms for patients without en-suite facilities (No.),Isolation rooms (No.),Cost to eradicate high risk backlog (£),Cost to eradicate significant risk backlog (£),Cost to eradicate moderate risk backlog (£),Cost to eradicate low risk backlog (£),CHP units operated on the site (No.),CHP unit/s size (Watts),CHP unit/s efficiency (%),Fossil energy input to CHP system/s (kWh),Thermal energy output of CHP system/s (kWh),Electrical energy output of CHP system/s (kWh),Exported electricity (kWh),Exported thermal energy (kWh),Have you dumped/discharged energy in the last year (Yes/No),How many kWh were discharged (kWh),How many kWh were discharged to use (kWh),How many kWh were discharged to waste (kWh),Electricity costs (£),Electricity consumed (kWh),Gas costs (£),Gas consumed (kWh),Oil costs (£),Oil consumed (kWh),Coal costs (£),Coal consumed (kWh),Electricity costs - green energy tariff (£),Electricity consumed - green energy tariff (kWh),Electricity costs - third party owned renewable (£),Electricity consumed - third party owned renewable (kWh),Non-fossil fuel costs - renewable (£),Non-fossil fuel consumed - renewable (kWh),Other energy costs (£),Steam consumed (kWh),Hot water consumed (kWh),Electrical energy output of owned onsite renewables (kWh),Water and sewerage cost (£),Water volume (including borehole) (m³),Incineration (clinical waste) cost (£),Incineration (clinical waste) volume (Tonnes),Alternative Treatment (clinical waste) cost (£),Alternative Treatment (clinical waste) volume (Tonnes),Offensive waste cost (£),Offensive waste volume (Tonnes),Clinical waste processed on site cost (£),Clinical waste processed on site volume (Tonnes),Domestic waste (landfill) cost (£),Domestic waste (landfill) volume (Tonnes),Domestic waste (recycling) cost (£),Domestic waste (recycling) volume (Tonnes),Domestic waste (food) cost (£),Domestic waste (food) volume (Tonnes),Domestic waste (textiles) cost (£),Domestic waste (textiles) volume (Tonnes),Domestic waste (incineration) cost (£),Domestic waste (incineration) volume (Tonnes),Domestic waste processed on site cost (£),Domestic waste processed on site volume (Tonnes),WEEE waste cost (£),WEEE waste volume (Tonnes),Other waste costs (£),Car parking services cost (£),Parking spaces available (No.),Designated disabled parking spaces (No.),Electric vehicle charging points (No.),Average fee charged per hour for patient/visitor parking (£),Average fee charged per hour for staff parking (£),Is there a charge for disabled parking (Yes/No/None),Cleaning service cost (£),Cleaning staff (WTE),Inpatient food service cost (£),Inpatient main meals requested (No.),Laundry and linen service cost (£),Pieces per annum (No.),Laundry and linen service used (Select),Onsite laundry (Select),Portering service cost (£),Portering staff (WTE)
RCU,SHEFFIELD CHILDRENS NHS FOUNDATION TRUST,NORTH OF ENGLAND COMMISSIONING REGION,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,ACUTE - SPECIALIST,RCUEF,WESTERN BANK (MAIN SITE),2. Specialist hospital (acute only),1. Freehold,,S10  2TH,1321000.00,185600.00,0.00,755921.00,878000.00,0.00,Not Applicable,1000111.00,21905.00,1038333.00,0.00,1492652.00,40675.00,38218.00,94.00,86196.00,1.54,0.00,27882.00,10112.00,0.00,3511.00,62.00,71.00,0.00,147.00,2106.00,658.00,0.00,224.00,13.00,16.00,0.00,0.00,58.00,15.00,2.00,95000.00,2280000.00,2953000.00,11273000.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,933957.00,7031010.00,278771.00,8388486.00,723.00,12277.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,73579.00,35000.00,15470.00,39.26,20491.00,48.22,24050.00,65.36,0.00,0.00,0.00,0.00,18283.00,159.24,1930.00,1.94,0.00,0.00,34910.00,252.97,0.00,0.00,420.00,1.40,66326.98,22170.00,39.00,6.00,1.00,1.24,0.13,No,1511921.00,58.13,284524.00,123699.00,151064.00,478067.00,1. Full service – Contracted,No,480814.00,10.00
RCU,SHEFFIELD CHILDRENS NHS FOUNDATION TRUST,NORTH OF ENGLAND COMMISSIONING REGION,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,ACUTE - SPECIALIST,RCUORS,OTHER REPORTABLE SITES,Other Reportable Site,,,S10 2TH,64000.00,58000.00,457000.00,473342.00,0.00,0.00,0.00,231224.00,5064.00,0.00,0.00,345009.00,7810.00,7810.00,26.00,19890.00,Not Applicable,Not Applicable,4666.00,3144.00,0.00,0.00,0.00,0.00,110.00,511.00,1832.00,0.00,0.00,0.00,47.00,60.00,0.00,0.00,0.00,0.00,0.00,0.00,66500.00,15000.00,514000.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,78407.00,409601.00,29783.00,685310.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3698.00,0.00,50000.00,0.00,13505.00,6005.00,1672.00,1.83,18.00,0.05,205.00,0.47,0.00,0.00,0.00,0.00,2511.00,18.80,0.00,0.00,0.00,0.00,8179.00,59.27,0.00,0.00,0.00,0.00,716.18,0.00,113.00,9.00,0.00,0.00,0.00,No,124476.00,4.39,0.00,0.00,0.00,0.00,4. No service,Not Applicable,10937.00,0.50
RCX,THE QUEEN ELIZABETH HOSPITAL KING'S LYNN NHS FOUNDATION TRUST,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,EAST OF ENGLAND COMMISSIONING REGION,ACUTE - SMALL,RCX70,THE QUEEN ELIZABETH HOSPITAL,1. General acute hospital,1. Freehold,,PE30 4ET,6686000.00,0.00,0.00,855518.00,0.00,0.00,Not Applicable,1959643.00,45505.00,514527.00,0.00,2098900.00,52869.00,51657.00,97.50,152520.00,17.12,3.98,33999.00,17436.00,0.00,1309.00,851.00,547.00,219.00,549.00,2184.00,529.00,0.00,222.00,55.00,77.00,0.00,0.00,39.00,40.00,2.00,6473412.00,4061138.00,5446449.00,1133733.00,2.00,1504000.00,38.00,21847285.00,3889900.00,7624000.00,534617.00,0.00,Yes,5269700.00,0.00,5269700.00,162038.00,1105240.00,853899.00,34409735.00,70413.00,21167.00,0.00,0.00,0.00,0.00,123835.00,1099059.00,0.00,0.00,164024.00,0.00,0.00,0.00,205453.00,122189.00,116647.00,217.04,5871.00,7.16,42673.00,208.16,0.00,0.00,59396.00,376.59,9465.00,207.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2375.00,10.00,277973.00,60130.00,1663.00,68.00,6.00,1.30,0.13,Yes,3300439.00,98.60,1991119.00,589897.00,666359.00,2308726.00,1. Full service – Contracted,No,1107797.00,39.00
RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,SOUTH OF ENGLAND COMMISSIONING REGION,SOUTH WEST COMMISSIONING REGION,ACUTE - MEDIUM,RD102,CHIPPENHAM HOSPITAL,7. Community hospital (with inpatient beds),4. SLA/lease from NHS,2. Leased and fully serviced by the landlord,SN15 2AJ,0.00,0.00,0.00,55261.00,0.00,108710.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,624.00,624.00,100.00,1791.00,Not Applicable,Not Applicable,624.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00,0.00,0.00,0.00,0.00,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,SOUTH OF ENGLAND COMMISSIONING REGION,SOUTH WEST COMMISSIONING REGION,ACUTE - MEDIUM,RD115,ROYAL NATIONAL HOSPITAL FOR RHEUMATIC DISEASES,2. Specialist hospital (acute only),9. Leased from commercial organisation - lease less than 99 years,1. Leased and fully serviced by the Trust,BA1 1RL,21346.00,1424.00,0.00,69513.00,0.00,0.00,0.00,50668.00,0.00,0.00,0.00,71400.00,6729.00,6729.00,100.00,21974.00,Not Applicable,Not Applicable,5376.00,1353.00,0.00,0.00,0.00,138.00,0.00,0.00,0.00,392.00,0.00,0.00,40.00,40.00,0.00,0.81,8.00,10.00,0.00,0.00,488775.00,1001375.00,332063.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,35381.00,581385.00,21612.00,1331060.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19829.00,3484.00,947.00,0.80,1345.00,2.22,14.00,0.04,Not Applicable,Not Applicable,9665.00,21.70,4585.00,15.97,0.00,0.00,0.00,0.00,0.00,0.00,Not Applicable,Not Applicable,0.00,0.00,0.00,0.00,12.00,0.00,0.00,0.00,0.00,No,222692.00,9.00,135860.00,28611.00,16075.00,44232.00,1. Full service – Contracted,No,129363.00,5.50
RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,SOUTH OF ENGLAND COMMISSIONING REGION,SOUTH WEST COMMISSIONING REGION,ACUTE - MEDIUM,RD130,ROYAL UNITED HOSPITAL,1. General acute hospital,1. Freehold,,BA1  3NG,3579978.00,5171928.00,244747.00,1506048.00,212979.00,0.00,Not Applicable,3130669.00,64092.00,1112760.00,446935.00,3362428.00,92029.00,86866.00,100.00,260598.00,20.24,1.75,62550.00,24316.00,0.00,3255.00,708.00,806.00,665.00,764.00,5563.00,865.00,5947.00,0.00,22.00,0.00,5.42,0.00,49.00,56.00,0.00,2306600.00,31416938.00,10453710.00,716700.00,1.00,4249000.00,63.00,36962770.00,12310660.00,13439677.00,1541090.00,0.00,Yes,5770107.00,1541090.00,4229016.00,465882.00,2751053.00,1659082.00,61645823.00,36558.00,474293.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3733.00,473345.00,164960.00,91107.00,149.30,130810.00,365.40,8713.00,28.60,0.00,0.00,46407.00,37.70,55416.00,401.10,0.00,0.00,0.00,0.00,69995.00,749.30,0.00,0.00,3484.00,15.84,388936.03,95451.00,1500.00,103.00,5.00,1.28,0.10,No,4806992.00,173.00,2967054.00,804961.00,911297.00,2466041.00,1. Full service – Contracted,No,1026858.00,32.64
RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,SOUTH OF ENGLAND COMMISSIONING REGION,SOUTH WEST COMMISSIONING REGION,ACUTE - MEDIUM,RD1ORS,OTHER REPORTABLE SITES,Other Reportable Site,,,BA1 3NG,0.00,0.00,0.00,85010.00,0.00,155216.00,0.00,0.00,0.00,0.00,0.00,0.00,1671.00,1671.00,100.00,4796.00,Not Applicable,Not Applicable,1671.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No,0.00,0.00,0.00,0.00,0.00,0.00,4. No service,Not Applicable,0.00,0.00
RD3,POOLE HOSPITAL NHS FOUNDATION TRUST,SOUTH OF ENGLAND COMMISSIONING REGION,SOUTH WEST COMMISSIONING REGION,ACUTE - SMALL,RD304,POOLE HOSPITAL,1. General acute hospital,1. Freehold,,BH15 2JB,2087352.00,952000.00,27000.00,1184075.00,602700.00,0.00,Not Applicable,2420800.00,43260.00,523151.00,6344.00,2595454.00,84002.00,65472.00,100.00,188689.00,6.00,0.00,45505.00,19791.00,215.00,2006.00,165.00,64.00,331.00,413.00,4568.00,1414.00,592.00,176.00,5.00,3.00,0.00,0.80,135.00,71.00,7.00,239000.00,17620000.00,12154000.00,6642000.00,1.00,854000.00,71.00,18793000.00,6558000.00,6700000.00,0.00,0.00,Yes,600640.00,0.00,600640.00,706417.00,4043284.00,774476.00,28862147.00,0.00,137624.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15489.00,0.00,0.00,0.00,389740.00,121130.00,66362.00,93.00,51980.00,152.00,71893.00,306.00,0.00,0.00,0.00,0.00,24163.00,190.00,0.00,0.00,0.00,0.00,76424.00,370.00,0.00,0.00,6191.00,3.68,15489.00,574074.00,1568.00,38.00,0.00,0.90,0.08,No,2819973.00,104.00,1822826.00,476078.00,1019996.00,2962132.00,1. Full service – Contracted,No,1442670.00,51.41
RD8,MILTON KEYNES HOSPITAL NHS FOUNDATION TRUST,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,EAST OF ENGLAND COMMISSIONING REGION,ACUTE - SMALL,RD816,MILTON KEYNES HOSPITAL,1. General acute hospital,1. Freehold,,MK6  5LD,4551008.00,4910733.00,289749.00,3437055.00,179000.00,0.00,Not Applicable,3091353.00,80630.00,1482698.00,0.00,2181874.00,88583.00,60391.00,100.00,143030.00,15.73,0.00,43679.00,16695.00,0.00,2949.00,621.00,566.00,386.00,615.00,4060.00,516.00,143.00,17.00,5.58,1.59,1.20,1.70,40.00,53.00,2.00,1678534.00,2905200.00,2615700.00,980400.00,2.00,361.00,81.00,5726681.00,3937828.00,1828690.00,0.00,0.00,No,Not Applicable,Not Applicable,Not Applicable,1193583.00,9997094.00,410852.00,18081484.00,27911.00,409232.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,205951.00,0.00,0.00,0.00,248390.00,120699.00,136637.00,269.09,100535.00,335.12,0.00,0.00,0.00,0.00,48292.00,493.98,15394.00,72.17,2328.00,19.60,0.00,0.00,0.00,0.00,0.00,0.00,1.00,15.00,15000.00,207539.00,1888.00,108.00,12.00,1.17,0.08,No,2754611.00,77.84,1758928.00,569613.00,850548.00,2415649.00,1. Full service – Contracted,No,969164.00,36.96
RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,EAST OF ENGLAND COMMISSIONING REGION,ACUTE - MEDIUM,RDDH0,BASILDON HOSPITAL,1. General acute hospital,1. Freehold,,SS16 5NL,10140424.00,2836000.00,0.00,1537399.00,889326.00,0.00,Not Applicable,4530089.00,63568.00,2914992.00,1178081.00,2532965.00,107143.00,104226.00,97.00,224883.00,18.45,0.00,61477.00,42460.00,348.00,1545.00,1118.00,496.00,247.00,768.00,3167.00,998.00,6595.00,289.00,8.00,8.00,0.00,7.70,109.00,70.00,2.00,3909081.00,7352296.00,3357910.00,428144.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1832119.00,14248242.00,825146.00,29281264.00,1842.00,45362.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,47515.00,390090.00,171254.00,41341.00,93.60,330725.00,767.52,51835.00,271.60,0.00,0.00,46168.00,425.42,4500.00,63.54,0.00,0.00,456.00,123.00,0.00,0.00,0.00,0.00,0.00,0.00,134568.00,101366.00,2371.00,107.00,0.00,1.67,0.08,No,3988527.00,145.57,3471937.00,768063.00,956357.00,3168123.00,1. Full service – Contracted,No,1359087.00,48.96
RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,EAST OF ENGLAND COMMISSIONING REGION,ACUTE - MEDIUM,RDE03,IPSWICH HOSPITAL,1. General acute hospital,1. Freehold,,IP4 5PD,4835336.00,338976.00,1911741.00,1228835.00,1632315.00,1296573.00,Not Applicable,3333999.00,97529.00,2007366.00,175407.00,4292707.00,96196.00,96196.00,100.00,232623.00,20.00,0.00,65888.00,29755.00,0.00,3148.00,918.00,1390.00,331.00,700.00,7230.00,714.00,1794.00,553.00,43.00,37.00,0.00,33.30,75.00,46.00,4.00,3406000.00,7699053.00,2322061.00,1248074.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2299478.00,14524605.00,203453.00,9553482.00,12740.00,127171.00,0.00,0.00,0.00,0.00,22544.00,142402.00,0.00,0.00,311288.00,0.00,0.00,0.00,381840.00,145470.00,126038.00,717.13,0.00,0.00,0.00,0.00,0.00,0.00,13963.00,76.70,80188.00,670.51,5438.00,49.52,0.00,0.00,0.00,0.00,0.00,0.00,1750.00,0.76,0.00,126600.00,2147.00,102.00,4.00,1.00,0.14,No,4404852.00,136.00,4081251.00,683266.00,894898.00,3343879.00,1. Full service – Contracted,No,2470069.00,103.00
RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,EAST OF ENGLAND COMMISSIONING REGION,ACUTE - MEDIUM,RDE05,FELIXSTOWE HOSPITAL,7. Community hospital (with inpatient beds),7. Leased from NHS Property Services,3. Leased and part serviced,IP11 7HJ,0.00,0.00,163288.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4572.00,1033.00,951.00,951.00,100.00,2283.00,Not Applicable,Not Applicable,951.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,4.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00,23.00,3.00,0.00,0.00,0.00,No,166629.00,5.14,104594.00,17520.00,18643.00,38170.00,1. Full service – Contracted,No,Not Applicable,Not Applicable
RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,EAST OF ENGLAND COMMISSIONING REGION,ACUTE - MEDIUM,RDE78,BLUEBIRD LODGE,7. Community hospital (with inpatient beds),7. Leased from NHS Property Services,3. Leased and part serviced,IP3 9GJ,0.00,0.00,426694.00,0.00,0.00,0.00,0.00,0.00,0.00,2317.00,965.00,1087.00,1635.00,1635.00,100.00,3924.00,Not Applicable,Not Applicable,1635.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,8.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00,46.00,4.00,0.00,0.00,0.00,No,170733.00,5.52,182426.00,30660.00,22771.00,43428.00,1. Full service – Contracted,No,Not Applicable,Not Applicable
RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,EAST OF ENGLAND COMMISSIONING REGION,ACUTE - MEDIUM,RDE83,ALDEBURGH HOSPITAL,7. Community hospital (with inpatient beds),7. Leased from NHS Property Services,3. Leased and part serviced,IP15 5ES,0.00,0.00,379896.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,653.00,346.00,1757.00,1757.00,100.00,4217.00,Not Applicable,Not Applicable,1757.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,4.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00,45.00,3.00,0.00,0.00,0.00,No,152180.00,4.48,209280.00,21900.00,24338.00,46731.00,1. Full service – Contracted,No,Not Applicable,Not Applicable
RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,EAST OF ENGLAND COMMISSIONING REGION,ACUTE - MEDIUM,RDEE4,COLCHESTER GENERAL HOSPITAL,1. General acute hospital,1. Freehold,,CO4  5JL,3759085.00,434383.00,0.00,1096542.00,0.00,22494.00,Not Applicable,2485288.00,73790.00,2467168.00,412954.00,5586079.00,65860.00,65245.00,100.00,208523.00,18.00,0.00,48737.00,16508.00,0.00,1613.00,1006.00,1804.00,619.00,547.00,4961.00,823.00,0.00,0.00,5.60,0.00,0.00,2.60,78.00,69.00,1.00,1162600.00,1840250.00,844850.00,234500.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1691697.00,13028285.00,585866.00,21005510.00,33521.00,334617.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,205625.00,0.00,0.00,31143.00,204847.00,96184.00,141808.00,203.25,36611.00,123.69,53878.00,264.15,0.00,0.00,52621.00,368.19,41200.00,343.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6865.00,10.48,252512.00,217256.00,1885.00,95.00,0.00,1.33,0.02,No,4088372.00,130.27,3156121.00,672258.00,925802.00,3229539.00,1. Full service – Contracted,No,1831145.00,64.69
RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,EAST OF ENGLAND COMMISSIONING REGION,ACUTE - MEDIUM,RDEORS,OTHER REPORTABLE SITES,Other Reportable Site,,,CO4 5JL,5619.00,13768.00,3104252.00,96346.00,0.00,0.00,0.00,494394.00,2964.00,164240.00,74691.00,931037.00,23064.00,18331.00,98.50,58586.00,Not Applicable,Not Applicable,14599.00,3732.00,0.00,0.00,0.00,549.00,0.00,416.00,1723.00,0.00,0.00,0.00,63.00,10.00,35.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,68168.00,600504.00,59390.00,2015837.00,10675.00,106565.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18123.00,7123.00,2893.00,6.81,1519.00,5.02,34.00,0.16,0.00,0.00,7725.00,34.61,1853.00,8.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2706.30,23265.00,1014.00,78.00,0.00,1.33,0.00,No,126724.00,4.00,0.00,0.00,7361.00,23718.00,1. Full service – Contracted,No,28436.00,0.67
RDR,SUSSEX COMMUNITY NHS FOUNDATION TRUST,SOUTH OF ENGLAND COMMISSIONING REGION,SOUTH EAST COMMISSIONING REGION,COMMUNITY,RDR08,CHAILEY WESTFIELD (CHIS & REHAB),3. Mixed service hospital,1. Freehold,,BN8  4JN,339884.00,168726.00,0.00,48561.00,11891.00,0.00,Not Applicable,87161.00,9724.00,17201.00,89898.00,93552.00,3928.00,3928.00,100.00,11996.00,2.89,0.00,3599.00,329.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.12,1.29,0.00,0.00,0.00,11.00,0.00,0.00,0.00,1200.00,3800.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00,0.00,19532.00,570196.00,1332.00,21486.00,0.00,0.00,33725.00,215748.00,0.00,0.00,0.00,0.00,969.00,0.00,0.00,0.00,3313.00,567.00,348.00,0.13,344.00,0.50,2431.00,4.96,0.00,0.00,0.00,0.00,2149.00,14.42,0.00,0.00,0.00,0.00,2405.00,10.60,0.00,0.00,359.00,0.45,0.00,0.00,67.00,10.00,0.00,0.00,0.00,No,102100.00,4.08,8975.00,4184.00,2632.00,8366.00,4. No service,Not Applicable,0.00,0.00
