Organisation Code,Organisation Name,Commissioning Region,Organisation Type,Site Code,Site Name,Site Type,Hard FM (Estates) costs (£),Soft FM (Hotel Services) costs (£),Estates and facilities finance costs (£),Maintenance service costs (£),Income received for area leased out for retail sales (£),Area leased out for retail sales (m²),Income from services provided to other organisations (£),Gross internal site floor area (m²),Occupied floor area (m²),NHS estate occupied floor area (%),Site heated volume (m³),Building footprint (m²),Site land area (Hectare),Patient occupied floor area (m²),Non-patient occupied floor area (m²),Not functionally suitable - occupied floor area (%),Not functionally suitable - patient occupied floor area (%),Un-utilised space (%),Available beds (No.),Occupied beds (No.),Single bedrooms for patients with en-suite facilities (No.),Single bedrooms for patients without en-suite facilities (No.),Age profile - 2015 to present (%),Age profile - 2005 to 2014 (%),Age profile - 1995 to 2004 (%),Age profile - 1985 to 1994 (%),Age profile - 1975 to 1984 (%),Age profile - 1965 to 1974 (%),Age profile - 1955 to 1964 (%),Age profile - 1948 to 1954 (%),Age profile - pre 1948 (%),Age profile - total (must equal 100%) (%),Cost to eradicate high risk backlog (£),Cost to eradicate significant risk backlog (£),Cost to eradicate moderate risk backlog (£),Cost to eradicate low risk backlog (£),Risk adjusted backlog cost (£),CHP units operated on the site (No.),Full load rating of the electrical generator plant (kW),Fossil energy input to the CHP system/s (kWh),Thermal energy output of the CHP system/s (kWh),Electrical energy output of the CHP system/s (kWh),Exported electricity (kWh),Exported thermal energy (kWh),Energy cost (all energy supplies) (£),Electricity consumed - utility (kWh),Gas consumed - utility (kWh),Oil  consumed - utility (kWh),Coal consumed - utility (kWh),Electricity consumed - local (kWh),Steam consumed - local (kWh),Hot water consumed - local (kWh),Electricity consumed - renewable (kWh),Non-fossil fuel consumed - renewable (kWh),Water and sewage cost (£),Water volume (including borehole) (m³),Waste cost (£),Preparing for re-use volume (Tonnes),Waste recycling volume (Tonnes),Other recovery volume (Tonnes),High temperature disposal waste weight (Tonnes),High temperature disposal waste weight involving combustion with energy recovery (Tonnes),Non burn treatment (alternative treatment plant) disposal waste weight (Tonnes),Landfill disposal waste weight (Tonnes),Waste electrical and electronic equipment (WEEE) weight (Tonnes),Parking spaces available (No.),Designated disabled parking spaces (No.),Average fee charged per hour for patient/visitor parking (£),Average fee charged per hour for staff parking (£),Do you charge for disabled parking (Yes/No/None),Cleaning service cost (£),Cleaning staff (WTE),In-patient food services cost (£),In-patient main meals requested (No.),Cost of feeding one in-patient per day (in-patient meal day) (£),Laundry and linen service cost (£),Pieces per annum (No.),Portering (internal patient transport) service cost (£),Portering staff (WTE),Occupied floor area (m²),Occupied beds (No.),PFI Unitary charges (£),Hard FM (Estates) costs (£),Soft FM (Hotel  Services) costs (£),Maintenance service costs (£),Energy cost (all energy supplies) (£),Energy consumed (all energy supplies) (kWh),Waste cost (£),Waste disposal weight (Tonnes),Cost of in-patient food services (£),In-patient main meals requested (No.),Cleaning services costs (£),Number of cleaning staff (No.),Laundry and linen service cost (£),Laundry and linen pieces per annum (No.),Portering (internal patient transport) service cost (£),Number of Portering (internal patient transport) staff (WTE)
RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,NORTH OF ENGLAND COMMISSIONING REGION,ACUTE - TEACHING,RHQNP,BEECH HILL INTERMEDIATE CARE UNIT,COMMUNITY HOSPITAL,141208.00,317499.00,43590.00,93195.00,0.00,0.00,122263.00,2263.00,2110.00,0.00,5264.00,1051.00,0.77,1430.00,680.00,0.00,0.00,0.00,21.00,21.00,29.00,0.00,0.00,0.00,0.00,0.00,60.00,0.00,0.00,0.00,40.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,38838.00,122263.00,811457.00,0.00,0.00,0.00,0.00,0.00,21576.00,0.00,8531.00,2653.00,3468.00,0.00,0.91,0.00,0.20,0.00,2.12,14.52,0.00,21.00,2.00,0.00,0.00,No,234013.00,9.00,50617.00,31248.00,5.88,15326.00,7236.00,0.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,NORTH OF ENGLAND COMMISSIONING REGION,ACUTE - TEACHING,RHQWP,WESTON  PARK HOSPITAL,SPECIALIST HOSPITAL,601292.00,1961417.00,1719977.00,73129.00,0.00,0.00,80317.00,17563.00,16770.00,100.00,40879.00,4001.00,1.09,3246.00,11944.00,0.00,0.00,0.00,66.00,52.00,9.00,27.00,0.00,11.40,0.00,0.00,0.00,88.60,0.00,0.00,0.00,100.00,0.00,2380845.00,4837854.00,0.00,2519069.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,410400.00,0.00,57592.00,0.00,0.00,0.00,0.00,0.00,1995981.00,2917000.00,45731.00,20292.00,58763.00,4.09,18.44,152.91,17.06,0.00,17.85,13.95,0.00,156.00,11.00,0.00,0.08,No,588889.00,34.00,105604.00,71136.00,4.85,64542.00,240243.00,177731.00,6.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
RHU,PORTSMOUTH HOSPITALS NHS TRUST,SOUTH OF ENGLAND COMMISSIONING REGION,ACUTE - LARGE,AGGRE,AGGREGATE SITE,AGGREGATE SITE,2260756.00,692000.00,1494730.00,145529.00,0.00,0.00,0.00,15736.00,14263.00,90.60,50605.00,9805.00,1.67,4973.00,9290.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31.00,0.00,67.00,2.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,150000.00,5000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,325832.00,1594914.00,993551.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,70653.00,21743.00,127806.00,0.00,41.00,16.20,127.00,0.00,0.00,83.00,0.00,0.00,0.00,0.00,0.00,No,278015.00,12.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
RHU,PORTSMOUTH HOSPITALS NHS TRUST,SOUTH OF ENGLAND COMMISSIONING REGION,ACUTE - LARGE,RHU02,ST MARY'S HOSPITAL,COMMUNITY HOSPITAL,473440.00,361000.00,309999.00,75000.00,0.00,0.00,0.00,3292.00,3292.00,100.00,8888.00,2416.00,0.24,3056.00,429.00,0.00,0.00,0.00,6.00,6.00,2.00,0.00,0.00,47.00,31.00,19.00,0.00,0.00,3.00,0.00,0.00,100.00,0.00,0.00,100000.00,150000.00,8333.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,70000.00,390897.00,665437.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5000.00,2691.00,8000.00,0.00,5.88,22.37,7.28,0.00,0.00,0.00,0.00,200.00,10.00,0.93,0.00,No,197000.00,11.49,18000.00,6570.00,8.22,4000.00,12696.00,40000.00,1.63,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
RHU,PORTSMOUTH HOSPITALS NHS TRUST,SOUTH OF ENGLAND COMMISSIONING REGION,ACUTE - LARGE,RHU03,QUEEN ALEXANDRA HOSPITAL,GENERAL ACUTE HOSPITAL,35503448.00,20230476.00,26699266.00,93723.00,173614.00,432.00,1614249.00,136521.00,135903.00,99.55,441035.00,32080.00,13.50,98460.00,38082.00,0.00,0.00,0.00,972.00,896.00,226.00,93.00,0.00,44.00,0.00,0.00,44.00,11.00,0.00,0.00,1.00,100.00,0.00,1000000.00,3000000.00,6000000.00,1300000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2953044.00,25442290.00,536358.00,0.00,0.00,0.00,22832732.00,3150831.00,0.00,0.00,615944.00,258348.00,777711.00,0.00,382.00,16.99,0.00,1768.00,53.00,16.72,7.00,3152.00,153.00,1.18,0.10,Yes,6440370.00,209.17,4780544.00,1004400.00,13.19,1883963.00,5052000.00,2503855.00,102.32,135903.00,896.00,17616322.00,35503448.00,20230476.00,93723.00,2953044.00,51962211.00,777711.00,2244.00,4780544.00,1004400.00,6440370.00,209.00,1883963.00,5052000.00,2503855.00,102.32
RHU,PORTSMOUTH HOSPITALS NHS TRUST,SOUTH OF ENGLAND COMMISSIONING REGION,ACUTE - LARGE,RHU04,PETERSFIELD HOSPITAL,COMMUNITY HOSPITAL,396500.00,261000.00,225000.00,83000.00,0.00,0.00,0.00,1673.00,1673.00,100.00,4517.00,837.00,0.09,1049.00,624.00,0.00,0.00,0.00,21.00,21.00,0.00,7.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,42090.00,187208.00,533133.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3910.00,1607.00,1900.00,0.00,2.00,10.20,7.24,0.00,0.00,0.00,0.00,29.00,2.00,0.50,0.00,No,137000.00,11.00,53000.00,13766.00,11.55,18000.00,46239.00,18000.00,0.74,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
RHU,PORTSMOUTH HOSPITALS NHS TRUST,SOUTH OF ENGLAND COMMISSIONING REGION,ACUTE - LARGE,RHU10,GOSPORT WAR MEMORIAL HOSPITAL,COMMUNITY HOSPITAL,586326.00,310000.00,362000.00,101000.00,0.00,0.00,0.00,2587.00,2587.00,100.00,6985.00,1294.00,0.15,1809.00,778.00,0.00,0.00,0.00,20.00,20.00,1.00,6.00,0.00,50.00,0.00,0.00,0.00,50.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,53985.00,210892.00,548274.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5015.00,2274.00,11000.00,0.00,4.15,21.98,0.00,54.63,0.00,0.00,0.00,54.00,4.00,0.50,0.14,No,167000.00,13.00,57000.00,15304.00,11.16,22000.00,71320.00,22000.00,0.90,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,SOUTH OF ENGLAND COMMISSIONING REGION,ACUTE - LARGE,AGGRE,AGGREGATE SITE,AGGREGATE SITE,1456939.00,3551755.00,2585000.00,131179.00,0.00,0.00,135801.00,19429.00,17154.00,60.00,36191.00,8644.00,1.00,9964.00,7190.00,0.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00,75.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,316806.00,1728665.00,1023168.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19269.00,8952.00,48235.00,0.00,69.00,0.00,2.00,1.00,39.00,0.00,0.00,185.00,11.00,1.00,0.00,No,18787.00,1.00,0.00,0.00,0.00,26527.00,113490.00,0.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,SOUTH OF ENGLAND COMMISSIONING REGION,ACUTE - LARGE,RHW01,ROYAL BERKSHIRE HOSPITAL,GENERAL ACUTE HOSPITAL,8991540.00,14163606.00,19557273.00,4275798.00,185047.00,3452.00,2399996.00,124442.00,98238.00,97.51,309646.00,42741.00,10.14,48712.00,49527.00,0.00,0.00,4.10,745.00,522.00,45.00,49.00,0.00,14.89,33.23,0.16,18.31,22.19,0.24,0.76,10.22,100.00,1285807.00,7929820.00,18476147.00,379601.00,9990207.00,1.00,2000.00,39866222.00,11912269.00,14312893.00,1076940.00,0.00,2204634.00,4679308.00,54093092.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,225473.00,201205.00,581626.00,0.00,1765.84,44.29,303.00,0.00,571.88,700.28,0.00,1406.00,55.00,1.50,0.27,No,4280484.00,212.92,1953018.00,814523.00,8.32,904541.00,3242078.00,2291869.00,98.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,ACUTE - TEACHING,AGGRE,AGGREGATE SITE,AGGREGATE SITE,540793.00,654475.00,337727.00,259573.00,0.00,0.00,0.00,15801.00,15801.00,44.80,40265.00,12040.00,1.54,14180.00,1620.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.58,7.14,28.58,7.14,7.14,7.14,7.14,7.14,100.00,201261.00,144523.00,8294.00,0.00,16529.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,257483.00,2065779.00,1454073.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35173.00,17240.00,93242.00,0.00,189.90,4.80,18.90,114.80,23.60,0.00,0.20,92.00,20.00,0.00,0.00,No,593263.00,23.04,17871.00,0.00,12.94,585.00,20522.00,0.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,ACUTE - TEACHING,RJ121,GUY'S HOSPITAL,GENERAL ACUTE HOSPITAL,10869664.00,11790161.00,40702216.00,3861306.00,136740.00,761.00,2234223.00,118477.00,116644.00,100.00,290388.00,17687.00,2.90,46104.00,43690.00,3.14,3.19,4.20,263.00,218.00,72.00,21.00,0.00,0.00,36.66,0.00,43.66,1.01,18.67,0.00,0.00,100.00,1196635.00,664995.00,1586977.00,205707.00,1917328.00,1.00,3119.00,53008521.00,11907764.00,22372646.00,525000.00,0.00,4071709.00,19346650.00,68652953.00,1854007.00,0.00,0.00,0.00,0.00,4536789.00,0.00,451938.00,271279.00,375207.00,2.00,517.27,599.45,167.47,0.00,451.51,6.00,3.99,60.00,11.00,2.75,0.21,No,3739919.00,136.36,1310395.00,303797.00,12.94,911411.00,1965769.00,1182000.00,40.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,ACUTE - TEACHING,RJ122,ST THOMAS' HOSPITAL,GENERAL ACUTE HOSPITAL,16304495.00,17685242.00,50000000.00,5791960.00,608499.00,1448.00,1818657.00,169503.00,168324.00,100.00,408050.00,30033.00,6.31,74080.00,64879.00,6.00,6.06,3.98,900.00,754.00,101.00,32.00,0.00,9.51,0.00,0.00,50.34,20.85,0.00,0.00,19.30,100.00,3240216.00,3094627.00,2337178.00,86782.00,6417967.00,1.00,3119.00,58810801.00,31739990.00,26742184.00,101000.00,0.00,5426487.00,26360871.00,96911476.00,0.00,0.00,0.00,0.00,0.00,6181624.00,0.00,434112.00,273978.00,618959.00,7.00,902.91,1093.16,249.47,0.00,983.02,9.00,7.41,380.00,22.00,2.75,0.20,No,9041663.00,272.55,4149584.00,962023.00,12.94,1894376.00,6003821.00,2414000.00,89.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,ACUTE - TEACHING,RJ134,LAMBETH COMMUNITY CARE CENTRE,LONG STAY HOSPITAL,48686.00,115821.00,44106.00,28475.00,0.00,0.00,0.00,1114.00,1114.00,100.00,2957.00,625.00,0.06,1114.00,0.00,0.00,0.00,0.00,12.00,11.00,2.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,4820.00,0.00,2000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17211.00,106264.00,230580.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2172.00,844.00,5699.00,0.00,11.70,0.10,0.20,11.00,2.20,0.00,0.00,10.00,2.00,0.00,0.00,No,110305.00,4.50,110625.00,15801.00,12.94,573.00,20522.00,0.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,ACUTE - TEACHING,RJ1YY,MINNIE KIDD HOUSE,SHORT TERM NON-ACUTE HOSPITAL,59808.00,106708.00,44106.00,41879.00,0.00,0.00,0.00,1001.00,1001.00,100.00,2619.00,549.00,0.06,1001.00,0.00,0.00,0.00,0.00,28.00,27.00,0.00,28.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,5890.00,0.00,2000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19692.00,120184.00,258168.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,713.00,319.00,16700.00,0.00,8.20,0.00,0.30,21.30,9.70,0.00,0.00,10.00,1.00,0.00,0.00,No,101626.00,3.89,166802.00,16892.00,12.94,996.00,35644.00,0.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,ACUTE - TEACHING,RJ1ZZ,PULROSS INTERMEDIATE CARE CENTRE,SHORT TERM NON-ACUTE HOSPITAL,78554.00,118442.00,44106.00,46266.00,0.00,0.00,0.00,1700.00,1700.00,100.00,4546.00,941.00,0.09,1675.00,25.00,0.00,0.00,0.00,20.00,19.00,4.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,34145.00,10294.00,0.00,0.00,2000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19224.00,320277.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7233.00,3231.00,10766.00,0.00,25.70,0.30,0.20,22.90,9.60,0.00,0.00,18.00,2.00,0.00,0.00,No,112803.00,4.57,147947.00,21081.00,12.94,875.00,31323.00,0.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
RJ2,THE LEWISHAM AND GREENWICH NHS TRUST,LONDON COMMISSIONING REGION,ACUTE - MEDIUM,RJ224,UNIVERSITY HOSPITAL LEWISHAM,GENERAL ACUTE HOSPITAL,2489816.00,8735880.00,19770.00,1821956.00,0.00,0.00,0.00,85860.00,75012.00,97.74,202647.00,22757.00,5.84,54475.00,20537.00,1.04,0.00,5.00,484.00,437.00,94.00,0.00,0.00,16.00,40.00,8.00,4.00,7.00,13.00,1.00,11.00,100.00,101408.00,1064094.00,2840413.00,807060.00,1674429.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2940003.00,22551384.00,30616066.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,302642.00,152797.00,336028.00,0.00,282.83,0.00,42.04,0.00,507.90,0.00,18.20,331.00,24.00,2.00,0.25,No,3445787.00,110.00,2868192.00,188865.00,10.11,660671.00,2409876.00,1663362.00,58.00,19548.00,321.00,8436000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
RJ2,THE LEWISHAM AND GREENWICH NHS TRUST,LONDON COMMISSIONING REGION,ACUTE - MEDIUM,RJ231,QUEEN ELIZABETH HOSPITAL,GENERAL ACUTE HOSPITAL,2381948.00,9284484.00,25470.00,0.00,1791546.00,445.00,0.00,77766.00,60579.00,87.15,184377.00,38089.00,18.00,42623.00,17956.00,0.00,0.00,0.00,469.00,462.00,70.00,41.00,0.00,0.00,80.00,0.00,20.00,0.00,0.00,0.00,0.00,100.00,7200.00,79380.00,87560.00,600.00,89519.00,1.00,650.00,0.00,700.00,420.00,0.00,0.00,1527129.00,8686501.00,8990495.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,135979.00,151979.00,469022.00,0.00,0.00,0.00,405.00,0.00,0.00,0.00,0.00,479.00,47.00,1.50,0.15,No,2722090.00,110.00,1751956.00,223671.00,5.93,972711.00,2244890.00,785835.00,43.00,60579.00,462.00,18093192.00,2381948.00,9284484.00,0.00,1527129.00,8686501.00,469022.00,0.00,1751956.00,223671.00,2722096.00,110.00,972711.00,2244890.00,785835.00,43.00
RJ6,CROYDON HEALTH SERVICES NHS TRUST,LONDON COMMISSIONING REGION,ACUTE - MEDIUM,AGGRE,AGGREGATE SITE,AGGREGATE SITE,250925.00,1932426.00,0.00,53677.00,0.00,0.00,802298.00,13766.00,13766.00,83.00,36708.00,9890.00,2.61,7010.00,1223.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.04,8.99,11.12,10.34,0.00,2.74,2.79,54.98,100.00,109842.00,419453.00,138969.00,53660.00,538926.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,235211.00,743503.00,2178775.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,384242.00,6422.00,42208.00,0.00,80.39,11.00,2.20,56.96,55.48,0.82,0.00,198.00,14.00,0.00,0.00,No,311702.00,12.39,0.00,0.00,0.00,1053.00,3900.00,0.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
RJ6,CROYDON HEALTH SERVICES NHS TRUST,LONDON COMMISSIONING REGION,ACUTE - MEDIUM,RJ611,CROYDON UNIVERSITY HOSPITAL,GENERAL ACUTE HOSPITAL,4095907.00,12228075.00,11149000.00,1806636.00,0.00,0.00,1676175.00,84000.00,73000.00,100.00,214000.00,31787.00,8.17,31000.00,35000.00,54.00,49.63,1.64,543.00,465.00,55.00,55.00,0.00,0.00,29.71,7.67,22.04,0.00,7.67,0.00,32.91,100.00,6066136.00,7148679.00,9638386.00,1314028.00,13762436.00,2.00,1540.00,26466644.00,6016603.00,9576896.00,457069.00,0.00,1809809.00,4070434.00,34450437.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,297854.00,152185.00,341747.00,102.00,361.81,34.46,0.00,220.90,320.89,344.59,74.00,718.00,19.00,1.50,0.10,No,3762733.00,116.50,2600027.00,464100.00,13.30,2207845.00,449904.00,1313389.00,62.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
RJ7,ST GEORGE'S HEALTHCARE NHS TRUST,LONDON COMMISSIONING REGION,ACUTE - TEACHING,RJ701,ST GEORGE'S HOSPITAL,GENERAL ACUTE HOSPITAL,8501541.00,20427366.00,28225536.00,6060674.00,493965.00,1455.00,1191293.00,124436.00,124248.00,99.84,280248.00,46394.00,14.67,48470.00,38241.00,0.00,0.00,0.00,884.00,779.00,100.00,73.00,0.00,34.97,1.61,31.52,15.07,6.59,0.00,0.00,10.24,100.00,9000000.00,8000000.00,8500000.00,13000000.00,38500000.00,1.00,4376.00,58516237.00,14035511.00,14202277.00,7114025.00,4188047.00,4396288.00,17828768.00,90188854.00,56944.00,0.00,0.00,0.00,0.00,17828768.00,0.00,462794.00,340687.00,587096.00,0.00,327.00,1287.00,192.00,0.00,1093.00,57.00,4.38,948.00,342.00,2.00,0.20,No,7889028.00,498.00,3373884.00,883667.00,8.14,1279747.00,3850683.00,3684885.00,98.00,23681.00,200.00,10797521.00,548930.00,22503274.00,25157.00,1025039.00,11600415.00,0.00,0.00,0.00,0.00,1709146.00,52.00,351605.00,1054432.00,0.00,0.00
RJ7,ST GEORGE'S HEALTHCARE NHS TRUST,LONDON COMMISSIONING REGION,ACUTE - TEACHING,RJ731,ST GEORGES AT QUEEN MARY'S HOSPITAL,COMMUNITY HOSPITAL,2997998.00,688589.00,0.00,0.00,0.00,0.00,0.00,27873.00,27873.00,100.00,66895.00,9305.00,3.51,9930.00,4891.00,0.00,0.00,0.00,139.00,139.00,81.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,597723.00,4113642.00,7457806.00,50605.00,0.00,0.00,0.00,697527.00,0.00,0.00,47610.00,19044.00,25157.00,0.00,297.50,0.00,47.60,0.00,0.00,0.00,1.27,469.00,38.00,1.85,0.67,No,567914.00,44.00,281301.00,24408.00,11.52,123929.00,217402.00,211804.00,8.00,27873.00,139.00,13437691.00,2997998.00,668589.00,0.00,587723.00,11571448.00,25157.00,346.12,281301.00,24408.00,567914.00,44.00,123929.00,217402.00,211804.00,8.00
