Organisation Code,Organisation Name,Commissioning Region,Organisation Type,Site Code,Site Name,Site Type,Gross internal site floor area (m²),Occupied floor area (m²),NHS estate Occupied Floor Area (%),Site Heated Volume (m³),Site footprint (m²),Site land area (Hectare),Patient occupied floor area (m²),Non-patient occupied floor area (m²),Not functionally suitable (%),Un-utilised Space (%),Available beds (No.),Occupied beds (No.),Single bedrooms for patients with en-suite facilities (No.),Single bedrooms for patients without en-suite facilities (No.),Age Profile - 2005 to present (%),Age Profile - 1995 to 2004 (%),Age Profile - 1985 to 1994 (%),Age Profile - 1975 to 1984 (%),Age Profile - 1965 to 1974 (%),Age Profile - 1955 to 1964 (%),Age Profile - 1948 to 1954 (%),Age Profile - pre 1948 (%),Age Profile - Total (must equal 100%) (%),Cost to eradicate High Risk Backlog (£),Cost to eradicate Significant Risk Backlog (£),Cost to eradicate Moderate Risk Backlog (£),Cost to eradicate Low Risk Backlog (£),Risk Adjusted Backlog Cost (£),Number of CHP units operated on the site (No.),Total full load rating of the electrical generator plant (kW),Total fossil energy input to the CHP system/s (kWh),Total thermal energy output of the CHP system/s (kWh),Total electrical energy output of the CHP system/s (kWh),Total exported electricity for the site (kWh),Total exported thermal energy for the site (kWh),Electricity Consumed - Utility (kWh),Gas Consumed - Utility (kWh),Oil Consumed - Utility (kWh),Coal Consumed - Utility (kWh),Electricity Consumed - Local (kWh),Steam Consumed - Local (kWh),Hot Water Consumed - Local (kWh),Electricity Consumed - Renewable (kWh),Non-fossil fuel Consumed - Renewable (kWh),"Total Energy Cost (all energy supplies, utility, local & renewable) (£)",Water volume (including Borehole) (m³),Water and Sewage Cost (£),High Temperature Disposal Waste Weight (Tonnes),High Temperature Disposal Waste Cost (£),Total Waste Cost (£),Non Burn Treatment (Alternative Treatment Plant) Disposal Waste Weight (Tonnes),Landfill Disposal Waste Weight (Tonnes),Waste Electrical and Electronic Equipment (WEEE) Weight (Tonnes),Waste Electrical and Electronic Equipment (WEEE) Cost (£),Waste recovery/recycling volume (Tonnes),Waste recovery/recycling cost (£),Visitor/Staff concession scheme provided (Yes/No),Total parking spaces available (No.),Average fee charged per hour for patient/visitor parking (£),Designated disabled parking spaces (No.),Designated parking spaces available for patients/visitors (No.),Average fee charged per hour for Staff parking (£),Designated parking spaces available for staff (No.)
5C2,BARKING AND DAGENHAM PCT,LONDON STRATEGIC HEALTH AUTHORITY,PRIMARY CARE TRUST,5C229,BARKING COMMUNITY HOSPITAL,COMMUNITY HOSPITAL,4995.00,3959.00,100.00,10906.00,2914.00,1.75,2284.00,1675.00,0.00,21.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,651510.00,789829.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,86427.00,684.00,1792.00,0.39,609.00,10600.00,2.13,1.86,0.00,0.00,1.46,3017.00,No,183.00,0.00,9.00,47.00,0.00,136.00
5C2,BARKING AND DAGENHAM PCT,LONDON STRATEGIC HEALTH AUTHORITY,PRIMARY CARE TRUST,5C2HQ,THE CLOCK HOUSE (HQ),SUPPORT FACILITY,2283.00,2283.00,0.00,5473.00,101.00,0.01,0.00,2283.00,0.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,100.00,0.00,0.00,6382.00,6648.00,2207.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,345294.00,166073.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,65862.00,390.00,1277.00,0.00,0.00,3134.00,0.00,0.85,0.00,0.00,0.67,1379.00,No,10.00,0.00,3.00,8.00,0.00,5.00
5C2,BARKING AND DAGENHAM PCT,LONDON STRATEGIC HEALTH AUTHORITY,PRIMARY CARE TRUST,AGGRE,AGGREGATE SITE,AGGREGATE SITE,419.00,419.00,100.00,1257.00,419.00,0.06,166.00,253.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,100.00,0.00,0.00,1032.00,1075.00,357.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35849.00,114257.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7688.00,208.00,351.00,0.16,250.00,1756.00,0.76,0.16,0.00,0.00,0.12,253.00,No,18.00,0.00,2.00,18.00,0.00,18.00
5C3,CITY AND HACKNEY TEACHING PCT,LONDON STRATEGIC HEALTH AUTHORITY,PRIMARY CARE TRUST,5C301,BARTON HOUSE HEALTH CENTRE 233 ALBION ROAD,TREATMENT CENTRE,1030.00,1030.00,100.00,3090.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,45457.00,197545.00,0.00,0.00,0.00,0.00,0.00,15153.00,0.00,16367.00,399.00,1102.00,0.77,218.00,5230.00,4.47,2.57,0.00,0.00,10.30,1512.00,No,0.00,0.00,0.00,0.00,0.00,0.00
5C3,CITY AND HACKNEY TEACHING PCT,LONDON STRATEGIC HEALTH AUTHORITY,PRIMARY CARE TRUST,5C303,FOUNTAYNE ROAD HEALTH CENTRE,TREATMENT CENTRE,1018.00,1018.00,100.00,3054.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,46828.00,135542.00,0.00,0.00,0.00,0.00,0.00,15609.00,0.00,9030.00,0.00,0.00,0.77,242.00,4616.00,2.24,2.56,0.00,0.00,10.30,1293.00,No,0.00,0.00,0.00,0.00,0.00,0.00
5C3,CITY AND HACKNEY TEACHING PCT,LONDON STRATEGIC HEALTH AUTHORITY,PRIMARY CARE TRUST,5C305,JOHN SCOTT HEALTH CENTRE GREEN LANES,TREATMENT CENTRE,3743.00,3743.00,100.00,11229.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,299884.00,992540.00,0.00,0.00,0.00,0.00,0.00,99962.00,0.00,62869.00,2230.00,4550.00,1.43,345.00,8308.00,6.71,4.77,0.00,0.00,20.20,2537.00,No,0.00,0.00,0.00,0.00,0.00,0.00
5C3,CITY AND HACKNEY TEACHING PCT,LONDON STRATEGIC HEALTH AUTHORITY,PRIMARY CARE TRUST,5C306,LOWER CLAPTON HEALTH CENTRE 36 LOWER CLAPTON ROAD,TREATMENT CENTRE,1517.00,1517.00,100.00,4551.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,87912.00,221567.00,0.00,0.00,0.00,0.00,0.00,29304.00,0.00,17287.00,1894.00,3911.00,1.48,361.00,5921.00,2.24,4.92,0.00,0.00,10.30,1293.00,No,0.00,0.00,0.00,0.00,0.00,0.00
5C3,CITY AND HACKNEY TEACHING PCT,LONDON STRATEGIC HEALTH AUTHORITY,PRIMARY CARE TRUST,5C312,SOMERFORD GROVE HEALTH CENTRE,TREATMENT CENTRE,1058.00,1058.00,100.00,3174.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,80817.00,40517.00,0.00,0.00,0.00,0.00,0.00,26939.00,0.00,10903.00,0.00,0.00,0.72,193.00,4428.00,4.47,2.38,0.00,0.00,6.86,995.00,No,0.00,0.00,0.00,0.00,0.00,0.00
5C3,CITY AND HACKNEY TEACHING PCT,LONDON STRATEGIC HEALTH AUTHORITY,PRIMARY CARE TRUST,5C314,ST. LEONARD'S HOSPITAL,GENERAL ACUTE HOSPITAL,9582.00,4791.00,0.00,29016.00,0.00,0.00,0.00,0.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,12.03,0.00,0.00,0.00,0.00,0.00,87.97,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,600629.00,1100088.00,0.00,0.00,0.00,0.00,0.00,200210.00,0.00,99646.00,11566.00,22806.00,3.82,700.00,12963.00,17.89,12.74,0.00,0.00,0.00,0.00,No,0.00,0.00,0.00,0.00,0.00,0.00
5C3,CITY AND HACKNEY TEACHING PCT,LONDON STRATEGIC HEALTH AUTHORITY,PRIMARY CARE TRUST,AGGRE,AGGREGATE SITE,AGGREGATE SITE,893.00,893.00,100.00,2679.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,55264.00,138275.00,0.00,0.00,0.00,0.00,0.00,18421.00,0.00,13278.00,301.00,778.00,0.93,366.00,6550.00,2.86,3.09,0.00,0.00,4.68,1475.00,No,244.00,0.00,17.00,244.00,0.00,244.00
5C4,TOWER HAMLETS PCT,LONDON STRATEGIC HEALTH AUTHORITY,PRIMARY CARE TRUST,5C401,"BARKANTINE CLINIC,  MELLISH STREET",TREATMENT CENTRE,519.00,519.00,100.00,1468.00,326.00,0.00,148.00,166.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29774.00,3127.00,0.00,0.00,0.00,0.00,0.00,9925.00,0.00,4018.00,490.00,1058.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No,0.00,0.00,0.00,0.00,0.00,0.00
5C4,TOWER HAMLETS PCT,LONDON STRATEGIC HEALTH AUTHORITY,PRIMARY CARE TRUST,5C402,BETHNAL GREEN HEALTH CENTRE 60 FLORIDA STREET,TREATMENT CENTRE,1264.00,1246.00,100.00,3738.00,586.00,0.15,864.00,342.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,53112.00,34498.00,0.00,0.00,0.00,0.00,0.00,17704.00,0.00,6980.00,332.00,1343.00,0.67,159.00,2485.00,4.62,2.24,0.00,0.00,7.80,0.00,No,15.00,0.00,0.00,0.00,0.00,15.00
5C4,TOWER HAMLETS PCT,LONDON STRATEGIC HEALTH AUTHORITY,PRIMARY CARE TRUST,5C404,GILL STREET HEALTH CENTRE,TREATMENT CENTRE,1066.00,1066.00,100.00,2965.00,654.00,0.12,237.00,442.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,2000.00,0.00,59.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29329.00,132487.00,0.00,0.00,0.00,0.00,0.00,14017.00,0.00,8352.00,655.00,1235.00,0.67,159.00,2569.00,5.15,2.24,0.00,0.00,3.90,0.00,No,16.00,0.00,0.00,2.00,0.00,14.00
5C4,TOWER HAMLETS PCT,LONDON STRATEGIC HEALTH AUTHORITY,PRIMARY CARE TRUST,5C408,RUSTON STREET CLINIC,TREATMENT CENTRE,646.00,646.00,100.00,1800.00,375.00,0.06,81.00,308.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,100.00,0.00,44000.00,4000.00,0.00,1548.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25773.00,127516.00,0.00,0.00,0.00,0.00,0.00,8591.00,0.00,7804.00,260.00,528.00,0.34,80.00,1425.00,3.12,1.12,0.00,0.00,3.90,0.00,No,0.00,0.00,0.00,0.00,0.00,0.00
5C4,TOWER HAMLETS PCT,LONDON STRATEGIC HEALTH AUTHORITY,PRIMARY CARE TRUST,5C410,SPITALFIELDS HEALTH CENTRE 9-11 BRICK LANE,TREATMENT CENTRE,560.00,560.00,100.00,1496.00,536.00,0.06,257.00,85.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,100.00,0.00,51000.00,51000.00,0.00,3042.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,105584.00,181710.00,0.00,0.00,0.00,0.00,0.00,35195.00,0.00,17737.00,356.00,1089.00,0.20,159.00,2799.00,6.60,0.67,0.00,0.00,3.90,0.00,No,2.00,0.00,0.00,0.00,0.00,2.00
5C4,TOWER HAMLETS PCT,LONDON STRATEGIC HEALTH AUTHORITY,PRIMARY CARE TRUST,5C411,STEEL'S LANE HEALTH CENTRE 384-388 COMMERCIAL ROAD,TREATMENT CENTRE,1852.00,1852.00,100.00,5489.00,1500.00,0.16,498.00,856.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,100.00,0.00,113000.00,0.00,0.00,3323.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,75583.00,319081.00,0.00,0.00,0.00,0.00,0.00,30487.00,0.00,20381.00,779.00,1509.00,0.61,478.00,8587.00,20.99,2.03,0.00,0.00,7.80,0.00,No,10.00,0.00,1.00,0.00,0.00,10.00
5C4,TOWER HAMLETS PCT,LONDON STRATEGIC HEALTH AUTHORITY,PRIMARY CARE TRUST,5C412,WAPPING HEALTH CENTRE 22 WAPPING LANE,TREATMENT CENTRE,585.00,585.00,100.00,1755.00,0.00,0.12,132.00,186.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,100.00,0.00,25000.00,0.00,0.00,745.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,39973.00,162380.00,0.00,0.00,0.00,0.00,0.00,13325.00,0.00,14164.00,259.00,627.00,0.20,159.00,3009.00,2.16,0.67,0.00,0.00,3.90,0.00,No,9.00,0.00,0.00,0.00,0.00,9.00
5C4,TOWER HAMLETS PCT,LONDON STRATEGIC HEALTH AUTHORITY,PRIMARY CARE TRUST,5C413,WELLINGTON WAY HEALTH CENTRE,TREATMENT CENTRE,833.00,833.00,100.00,2257.00,555.00,0.13,167.00,407.00,16.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,100.00,0.00,73000.00,0.00,0.00,2178.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,51700.00,149673.00,0.00,0.00,0.00,0.00,0.00,20644.00,0.00,9922.00,536.00,1118.00,0.16,80.00,2134.00,7.92,0.53,0.00,0.00,3.90,0.00,No,15.00,0.00,1.00,0.00,0.00,14.00
5C4,TOWER HAMLETS PCT,LONDON STRATEGIC HEALTH AUTHORITY,PRIMARY CARE TRUST,5C414,MILE END HOSPITAL,MULTI-SERVICE HOSPITAL,25162.00,23777.00,100.00,50730.00,17186.00,3.87,5419.00,13860.00,10.00,0.00,80.00,75.00,0.00,0.00,10.92,1.22,23.94,0.00,7.92,0.95,0.00,55.05,100.00,0.00,78000.00,222000.00,0.00,11538.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1634455.00,4273912.00,0.00,0.00,0.00,0.00,0.00,824649.00,0.00,290591.00,35073.00,63005.00,13.72,2344.00,45091.00,328.00,45.75,0.00,0.00,58.05,0.00,No,91.00,1.60,13.00,4.00,0.08,74.00
5C4,TOWER HAMLETS PCT,LONDON STRATEGIC HEALTH AUTHORITY,PRIMARY CARE TRUST,5C449,"ST PETER'S CENTRE, REARDON STREET",TREATMENT CENTRE,1036.00,1036.00,100.00,2834.00,0.00,0.05,274.00,370.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,100.00,0.00,25000.00,0.00,0.00,746.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,80803.00,174860.00,0.00,0.00,0.00,0.00,0.00,26395.00,0.00,14974.00,586.00,1112.00,0.20,159.00,2296.00,3.43,0.67,0.00,0.00,7.80,0.00,No,12.00,0.00,0.00,0.00,0.00,12.00
5C4,TOWER HAMLETS PCT,LONDON STRATEGIC HEALTH AUTHORITY,PRIMARY CARE TRUST,5C454,BARKANTINE HEALTH CENTRE (PMS CENTRE),TREATMENT CENTRE,3638.00,3638.00,100.00,10254.00,0.00,0.00,1984.00,1654.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,524818.00,355149.00,0.00,0.00,0.00,0.00,0.00,174940.00,0.00,71342.00,0.00,0.00,1.02,965.00,12250.00,10.30,6.04,0.00,0.00,7.80,0.00,No,24.00,0.00,2.00,0.00,0.00,24.00
5C4,TOWER HAMLETS PCT,LONDON STRATEGIC HEALTH AUTHORITY,PRIMARY CARE TRUST,5C456,BLITHEHALE HEALTH CENTRE,TREATMENT CENTRE,1010.00,505.00,100.00,3031.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,115274.00,31332.00,0.00,0.00,0.00,0.00,0.00,38425.00,0.00,27688.00,132.00,346.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No,0.00,0.00,0.00,0.00,0.00,0.00
5C4,TOWER HAMLETS PCT,LONDON STRATEGIC HEALTH AUTHORITY,PRIMARY CARE TRUST,5C457,ANEURIN BEVAN HOUSE,SUPPORT FACILITY,4523.00,4523.00,100.00,13569.00,679.00,0.11,0.00,4523.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,100.00,0.00,0.00,50000.00,15000.00,1939.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,569733.00,321897.00,0.00,0.00,0.00,0.00,0.00,189911.00,0.00,76056.00,3551.00,6433.00,0.00,0.00,3468.00,16.63,0.00,0.00,0.00,7.80,827.00,No,25.00,0.00,0.00,19.00,0.00,6.00
5C4,TOWER HAMLETS PCT,LONDON STRATEGIC HEALTH AUTHORITY,PRIMARY CARE TRUST,5C463,BEAUMONT HOUSE (SAU),TREATMENT CENTRE,2867.00,2867.00,100.00,8602.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,134257.00,241660.00,0.00,0.00,0.00,0.00,0.00,44752.00,0.00,69823.00,1418.00,2514.00,1.04,176.00,3394.00,24.62,3.44,0.00,0.00,4.37,0.00,No,0.00,0.00,0.00,0.00,0.00,0.00
5C4,TOWER HAMLETS PCT,LONDON STRATEGIC HEALTH AUTHORITY,PRIMARY CARE TRUST,AGGRE,AGGREGATE SITE,AGGREGATE SITE,532.00,532.00,100.00,160.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,38567.00,84599.00,0.00,0.00,0.00,0.00,0.00,5774.00,0.00,8928.00,225.00,567.00,0.20,159.00,2380.00,3.96,0.67,0.00,0.00,3.90,0.00,No,0.00,0.00,0.00,0.00,0.00,0.00
5C5,NEWHAM PCT,LONDON STRATEGIC HEALTH AUTHORITY,PRIMARY CARE TRUST,5C501,BALAAM PARK HEALTH CENTRE,TREATMENT CENTRE,530.00,530.00,100.00,1590.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,53507.00,120257.00,0.00,0.00,0.00,0.00,0.00,17836.00,0.00,7852.00,122.00,515.00,0.28,131.00,2531.00,3.95,0.94,0.00,0.00,0.00,0.00,No,0.00,0.00,0.00,0.00,0.00,0.00
5C5,NEWHAM PCT,LONDON STRATEGIC HEALTH AUTHORITY,PRIMARY CARE TRUST,5C503,THE ROMFORD ROAD CENTRE,TREATMENT CENTRE,684.00,684.00,100.00,2052.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,74158.00,145264.00,0.00,0.00,0.00,0.00,0.00,24720.00,0.00,28447.00,0.00,0.00,0.03,37.00,2038.00,10.30,0.01,0.00,0.00,0.00,0.00,No,0.00,0.00,0.00,0.00,0.00,0.00
5C5,NEWHAM PCT,LONDON STRATEGIC HEALTH AUTHORITY,PRIMARY CARE TRUST,5C504,EAST HAM CARE CENTRE,LONG STAY HOSPITAL,6676.00,6676.00,100.00,20028.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,777677.00,1543705.00,0.00,0.00,0.00,0.00,0.00,259226.00,0.00,151906.00,9851.00,20661.00,5.23,1671.00,36538.00,7.18,17.43,0.00,0.00,0.00,0.00,No,0.00,0.00,0.00,0.00,0.00,0.00
5C5,NEWHAM PCT,LONDON STRATEGIC HEALTH AUTHORITY,PRIMARY CARE TRUST,5C507,APPLEBY CENTRE,GP PROPERTY,1439.00,1439.00,0.00,4317.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,79108.00,188347.00,0.00,0.00,0.00,0.00,0.00,26370.00,0.00,21375.00,692.00,1987.00,1.40,463.00,7276.00,13.73,4.47,0.00,0.00,0.00,0.00,No,0.00,0.00,0.00,0.00,0.00,0.00
5C5,NEWHAM PCT,LONDON STRATEGIC HEALTH AUTHORITY,PRIMARY CARE TRUST,5C510,KENNARD STREET HEALTH CENTRE,TREATMENT CENTRE,515.00,515.00,100.00,1545.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,None,0.00,0.00,0.00,0.00,0.00,0.00
5C5,NEWHAM PCT,LONDON STRATEGIC HEALTH AUTHORITY,PRIMARY CARE TRUST,5C511,LORD LISTER HEALTH CENTRE,TREATMENT CENTRE,1205.00,1205.00,100.00,3615.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,82946.00,226489.00,0.00,0.00,0.00,0.00,0.00,27648.00,0.00,32358.00,482.00,1153.00,0.67,254.00,5180.00,13.73,2.23,0.00,0.00,0.00,0.00,No,0.00,0.00,0.00,0.00,0.00,0.00
5C5,NEWHAM PCT,LONDON STRATEGIC HEALTH AUTHORITY,PRIMARY CARE TRUST,5C512,ROYAL DOCKS HEALTH CENTRE,TREATMENT CENTRE,993.00,993.00,100.00,2979.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,61079.00,0.00,0.00,0.00,0.00,0.00,0.00,20360.00,0.00,9842.00,409.00,800.00,0.28,91.00,2088.00,6.86,0.94,0.00,0.00,0.00,0.00,No,0.00,0.00,0.00,0.00,0.00,0.00
5C5,NEWHAM PCT,LONDON STRATEGIC HEALTH AUTHORITY,PRIMARY CARE TRUST,5C513,THE SHREWSBURY CENTRE,TREATMENT CENTRE,3060.00,3060.00,100.00,9180.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,215183.00,310027.00,0.00,0.00,0.00,0.00,0.00,71728.00,0.00,44462.00,1315.00,2651.00,1.34,521.00,23899.00,28.70,4.47,0.00,0.00,0.00,0.00,No,0.00,0.00,0.00,0.00,0.00,0.00
5C5,NEWHAM PCT,LONDON STRATEGIC HEALTH AUTHORITY,PRIMARY CARE TRUST,5C514,WEST BECKTON HEALTH CENTRE,TREATMENT CENTRE,544.00,544.00,100.00,1632.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41050.00,132385.00,0.00,0.00,0.00,0.00,0.00,13683.00,0.00,11004.00,294.00,673.00,0.18,102.00,1667.00,3.43,0.60,0.00,0.00,0.00,0.00,No,0.00,0.00,0.00,0.00,0.00,0.00
5C5,NEWHAM PCT,LONDON STRATEGIC HEALTH AUTHORITY,PRIMARY CARE TRUST,5C515,WEST HAM HEALTH CENTRE,TREATMENT CENTRE,1799.00,1799.00,100.00,5397.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,102404.00,265443.00,0.00,0.00,0.00,0.00,0.00,34135.00,0.00,26051.00,702.00,1543.00,0.67,263.00,4526.00,10.30,2.24,0.00,0.00,0.00,0.00,No,0.00,0.00,0.00,0.00,0.00,0.00
5C5,NEWHAM PCT,LONDON STRATEGIC HEALTH AUTHORITY,PRIMARY CARE TRUST,5C516,BOLEYN MEDICAL CENTRE,TREATMENT CENTRE,920.00,920.00,100.00,2760.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,82563.00,83835.00,0.00,0.00,0.00,0.00,0.00,27521.00,0.00,17589.00,411.00,1605.00,0.28,117.00,2919.00,6.86,0.58,0.00,0.00,0.00,0.00,No,0.00,0.00,0.00,0.00,0.00,0.00
