Trust Code,Trust Name,Commissioning Region,Trust Type,Site Code,Site Name,Site Type,Tenure,Post Code,Estates and facilities finance costs (£),Estates and property maintenance (£),Grounds and gardens maintenance (£),Electro Bio Medical Equipment maintenance cost (£),Other Hard FM (Estates) costs (£),Other Soft FM (Hotel Services) costs (£),Income received for area leased out for retail sales (£),Area leased out for retail sales (m²),Gross internal floor area (m²),Occupied floor area (m²),NHS estate occupied floor area (%),Site heated volume (m³),Land area owned (Hectares),Land area not delivering services (Hectares),Clinical space (m²),Non-clinical space (m²),Not functionally suitable - occupied floor area (%),Not functionally suitable - patient occupied floor area (%),Floor area - empty (%),Floor area - under used (%),Single bedrooms for patients with en-suite facilities (No.),Single bedrooms for patients without en-suite facilities (No.),Isolation rooms (No.),Age profile - 2015 to 2024 (%),Age profile - 2005 to 2014 (%),Age profile - 1995 to 2004 (%),Age profile - 1985 to 1994 (%),Age profile - 1975 to 1984 (%),Age profile - 1965 to 1974 (%),Age profile - 1955 to 1964 (%),Age profile - 1948 to 1954 (%),Age profile - pre 1948 (%),Age profile - total (must equal 100%) (%),Cost to eradicate high risk backlog (£),Cost to eradicate significant risk backlog (£),Cost to eradicate moderate risk backlog (£),Cost to eradicate low risk backlog (£),Cost to eradicate Safety related Critical Infrastructure Risk (£),Cost to eradicate non-compliance related Critical Infrastructure Risk (£),Cost to eradicate continuity related Critical Infrastructure Risk (£),CHP units operated on the site (No.),CHP unit/s size (Watts),CHP unit/s efficiency (%),Fossil energy input to CHP system/s (kWh),Thermal energy output of CHP system/s (kWh),Electrical energy output of CHP system/s (kWh),Exported electricity (kWh),Exported thermal energy (kWh),Energy costs (all energy supplies) (£),Electricity consumed (kWh),Gas consumed (kWh),Oil consumed (kWh),Coal consumed (kWh),Steam consumed (kWh),Hot water consumed (kWh),Electricity consumed - green energy tariff (kWh),Electricity consumed - third party owned renewable (kWh),Non-fossil fuel consumed - renewable (kWh),Electrical energy output of owned onsite renewables (kWh),Peak electrical load (MW),Maximum electrical load (MW),Water cost (£),Sewage cost (£),Water volume (including borehole) (m³),Landfill disposal cost (£),Landfill disposal volume (Tonnes),Incineration disposal cost (£),Incineration disposal volume (Tonnes),Waste reycling cost (£),Waste reycling volume (Tonnes),Other recovery cost (£),Other recovery volume (Tonnes),Parking spaces available (No.),Designated disabled parking spaces (No.),Average fee charged per hour for patient/visitor parking (£),Average fee charged per hour for staff parking (£),Is there a charge for disabled parking (Yes/No/None),Cleaning service cost (£),Cleaning staff (WTE),Routine cleaning method/s - Traditional wet-mopping (disposable) (Yes/No),Routine cleaning method/s - Traditional wet-mopping (reusable) (Yes/No),Routine cleaning method/s - Microfibre (disposable) (Yes/No),Routine cleaning method/s - Microfibre (reusable) (Yes/No),Routine cleaning method/s - Disposable wipes (Yes/No),Routine cleaning method/s - Other (Yes/No),Enhanced cleaning method/s - Steam Cleaning (Yes/No),Enhanced cleaning method/s - Hydrogen peroxide fogging (Yes/No),Enhanced cleaning method/s - UV Light (Yes/No),Enhanced cleaning method/s - Chlorine-releasing cleaner (Yes/No),Enhanced cleaning method/s - Sporicidal cleaner (Yes/No),Enhanced cleaning method/s - Other (Yes/No),Cleaning audit processes - Visual audits based on the National Specification for Cleanliness or Publically Available Specification (Yes/No),Cleaning audit processes - Visual audits based on an alternative Specification to the National Specification for Cleanliness or Publically Available Specification (Yes/No),Cleaning audit processes - ATP swab testing (Yes/No),Cleaning audit processes - UV light testing (Yes/No),Cleaning audit processes - Microbiological swab testing (Yes/No),Cleaning audit processes - Other (Yes/No),Cost of cleaning occupied floor area assessed as Red/Very High Risk (£),Occupied floor area assessed as Red/Very High Risk (%),Required standard for occupied floor area assessed as Red/Very High Risk (%),Achieved standard for occupied floor area identified as Red/Very High Risk (%),Cost of cleaning occupied floor area assessed as Amber/High and Significant Risk (£),Occupied floor area assessed as Amber/High and Significant Risk (%),Required standard for occupied floor area assessed as Amber/High and Significant Risk (%),Achieved standard for occupied floor area identified as Amber/High and Significant Risk (%),Cost of cleaning occupied floor area assessed as Green/Low Risk (£),Occupied floor area assessed as Green/Low Risk (%),Required standard for occupied floor area assessed as Green/Low Risk (%),Achieved standard for occupied floor area identified as Green/Low Risk (%),Cost of cleaning the occupied floor area not requiring regular cleaning (£),Occupied floor area not requiring regular cleaning (%),Inpatient food service cost (£),Inpatient main meals requested (No.),Cost of feeding one inpatient per day (inpatient meal day) (£),Laundry and linen service cost (£),Pieces per annum (No.),Laundry and linen service used (Select),Portering service cost (£),Portering staff (WTE)
RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,ACUTE - SMALL,RJC03,STRATFORD HOSPITAL,1. General acute hospital,1. Freehold,CV37 6NX,339874.00,154507.00,942.00,21764.00,59002.00,98983.00,0.00,0.00,2790.00,2790.00,100.00,6477.00,1.75,0.35,2484.00,306.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,10.97,0.00,9.75,56.63,22.65,0.00,0.00,0.00,0.00,100.00,0.00,50000.00,110000.00,10500.00,0.00,0.00,50000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,91757.00,531116.00,1025197.00,21600.00,0.00,0.00,0.00,0.00,9316.00,0.00,0.00,0.12,0.12,13996.00,13996.00,7201.00,340.00,0.19,593.00,1.13,2309.00,20.01,7243.00,28.39,242.00,13.00,1.57,0.14,Yes,169559.00,4.73,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,9187.00,6.00,98.00,98.43,65666.00,39.00,90.00,94.25,94706.00,55.00,80.00,90.30,0.00,0.00,71942.00,19710.00,10.95,16835.00,70170.00,3. Hybrid,0.00,0.00
RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,ACUTE - SMALL,RJC04,ELLEN BADGER HOSPITAL,7. Community hospital (with inpatient beds),1. Freehold,CV36 4AX,294680.00,133962.00,816.00,18870.00,-51156.00,85821.00,0.00,0.00,2419.00,2419.00,100.00,5118.00,0.64,0.12,1654.00,765.00,0.37,0.00,0.00,0.37,2.00,1.00,0.00,0.00,0.00,0.00,31.79,0.00,0.99,0.00,4.55,62.67,100.00,0.00,0.00,154500.00,38000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,32652.00,140421.00,591493.00,1620.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,2287.00,2287.00,1798.00,54.00,0.13,194.00,0.33,848.00,4.87,5206.00,16.20,32.00,4.00,1.57,0.14,No,110080.00,3.40,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,6389.00,28.00,98.00,98.00,9212.00,27.00,90.00,96.50,3419.00,10.00,80.00,93.00,0.00,35.00,129190.00,19710.00,19.66,20830.00,44840.00,3. Hybrid,25944.00,1.00
RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,ACUTE - SMALL,RJC46,ROYAL LEAMINGTON SPA HOSPITAL,7. Community hospital (with inpatient beds),1. Freehold,CV34 6SR,1137056.00,516907.00,3150.00,72813.00,-197393.00,331151.00,0.00,0.00,9334.00,9334.00,100.00,20136.00,2.38,0.00,5615.00,3718.00,0.00,0.00,0.00,0.00,21.00,2.00,0.00,0.00,24.50,46.80,0.00,11.20,0.60,0.70,0.00,16.20,100.00,0.00,5000.00,188000.00,0.00,0.00,5000.00,0.00,1.00,5700.00,87.00,160349.00,92778.00,37874.00,0.00,0.00,173376.00,881444.00,991602.00,132516.00,0.00,0.00,0.00,0.00,44417.00,0.00,0.00,0.20,0.20,17188.00,17188.00,9179.00,161.00,0.39,1927.00,1.96,3517.00,32.72,25376.00,89.00,279.00,11.00,1.57,0.14,Yes,366495.00,12.40,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,21009.00,19.00,98.00,98.40,34393.00,32.00,90.00,97.60,11490.00,18.00,80.00,90.40,0.00,31.00,442871.00,67890.00,19.57,71844.00,243620.00,3. Hybrid,69529.00,2.68
RJE,UNIVERSITY HOSPITAL OF NORTH MIDLANDS NHS TRUST,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,ACUTE - LARGE,AGGRE,AGGREGATE SITE,Aggregate Site,,ST4 7LN,957926.00,9547.00,0.00,0.00,0.00,229483.00,0.00,0.00,20489.00,19767.00,28.00,41335.00,12.70,7.04,1518.00,18249.00,66.81,0.00,3.65,5.11,0.00,0.00,0.00,0.00,29.41,1.02,48.98,0.00,15.57,0.00,0.00,5.02,100.00,4768.00,788555.00,111647.00,2216.00,3328.00,721044.00,68951.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,220411.00,1176795.00,1358874.00,0.00,0.00,0.00,0.00,0.00,2392.00,0.00,0.00,1.95,1.32,7056.00,58857.00,2685.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1902.00,2.00,1.75,0.06,Yes,123795.00,6.37,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00,0.00,0.00,0.00,0.00,0. No Service,0.00,0.00
RJE,UNIVERSITY HOSPITAL OF NORTH MIDLANDS NHS TRUST,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,ACUTE - LARGE,RJE01,THE ROYAL STOKE UNIVERSITY HOSPITAL,1. General acute hospital,3. Part site - Private Finance Initiative (PFI),ST4  6QG,54223039.00,7762975.00,221144.00,3305061.00,2230470.00,7610441.00,270165.00,199.00,191210.00,191210.00,100.00,353224.00,23.80,2.33,142681.00,48529.00,2.57,2.14,0.00,0.00,358.00,70.00,4.00,0.00,63.52,16.18,13.42,0.42,0.00,0.12,0.00,6.34,100.00,320515.00,5288292.00,2562611.00,437916.00,2155374.00,2646373.00,807060.00,1.00,1285000.00,68.00,26961.00,7890.00,10455801.00,0.00,0.00,3986673.00,25414843.00,62375817.00,198.00,0.00,0.00,0.00,0.00,1214.00,0.00,0.00,5.60,3.57,208806.00,311329.00,248158.00,823.00,16.94,304090.00,1198.83,23161.00,325.46,262117.00,1597.63,2119.00,196.00,1.33,0.10,Yes,9176909.00,386.45,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,2480535.00,12.00,100.00,100.00,6045039.00,67.00,100.00,100.00,651335.00,21.00,100.00,100.00,0.00,0.00,5644598.00,1351535.00,12.53,1920996.00,7043204.00,1. Full Service – Contracted,5357836.00,224.00
RJE,UNIVERSITY HOSPITAL OF NORTH MIDLANDS NHS TRUST,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,ACUTE - LARGE,RJE09,THE COUNTY HOSPITAL,1. General acute hospital,1. Freehold,ST16 3SA,6430891.00,1501906.00,102938.00,129407.00,963635.00,1107630.00,0.00,0.00,45729.00,43784.00,92.00,92229.00,14.65,5.87,33179.00,10605.00,14.15,13.62,0.56,0.57,56.00,5.00,0.00,0.00,1.12,3.97,24.48,70.43,0.00,0.00,0.00,0.00,100.00,45667.00,1636913.00,1043154.00,652955.00,218416.00,1315793.00,148371.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1223658.00,7713835.00,14923394.00,49.00,0.00,0.00,0.00,0.00,2335.00,0.00,0.00,2.05,1.15,88541.00,124720.00,88127.00,0.00,0.00,7811.00,21.37,1732.00,26.00,22017.00,158.24,937.00,21.00,1.33,0.10,Yes,1563329.00,58.23,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,343932.00,15.22,98.00,98.00,1125597.00,67.39,95.00,85.00,93800.00,17.39,75.00,88.92,0.00,0.00,1389483.00,204553.00,20.38,271843.00,926342.00,1. Full Service – Contracted,790747.00,24.78
RJF,BURTON HOSPITALS NHS FOUNDATION TRUST,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,ACUTE - SMALL,RJF02,QUEEN'S HOSPITAL,1. General acute hospital,1. Freehold,DE13 0RB,2886756.00,2237233.00,25603.00,481614.00,-853293.00,2021589.00,82000.00,79.00,65371.00,64160.00,98.00,173185.00,19.82,4.06,38552.00,25529.00,24.00,15.00,2.00,6.00,41.00,36.00,0.00,0.00,8.10,4.60,36.10,1.70,37.30,0.90,0.00,11.30,100.00,1122360.00,3070000.00,4276665.00,6387592.00,1615955.00,1241405.00,1335000.00,1.00,526000.00,38.00,7464448.00,2302988.00,2914886.00,0.00,0.00,1099669.00,5999785.00,23099130.00,254727.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.40,1.50,66089.00,75600.00,82684.00,46903.00,223.00,35867.00,74.46,103941.00,534.09,37466.00,129.64,1425.00,53.00,1.00,0.05,Yes,1809538.00,79.70,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,166433.00,6.43,98.00,98.00,1424239.00,55.04,95.00,95.00,218867.00,10.65,88.00,88.00,0.00,27.88,1430929.00,380137.00,11.29,522462.00,1647663.00,3. Hybrid,1110701.00,48.33
RJF,BURTON HOSPITALS NHS FOUNDATION TRUST,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,ACUTE - SMALL,RJF04,SAMUEL JOHNSON COMMUNITY HOSPITAL,7. Community hospital (with inpatient beds),1. Freehold,WS13 6EF,347033.00,315983.00,2628.00,18500.00,-100626.00,41692.00,0.00,0.00,5443.00,5443.00,100.00,13030.00,1.87,0.00,4201.00,1242.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,485000.00,154240.00,0.00,30000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,156128.00,995084.00,1900280.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.24,10680.00,19373.00,10142.00,597.00,25.18,671.00,1.43,9000.00,450.26,8305.00,28.74,166.00,15.00,1.00,0.05,Yes,260736.00,10.79,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,18058.00,5.90,98.00,99.00,232976.00,76.12,90.00,98.00,9702.00,3.17,75.00,75.00,0.00,14.81,234233.00,55397.00,12.68,68907.00,194835.00,3. Hybrid,167004.00,6.31
RJF,BURTON HOSPITALS NHS FOUNDATION TRUST,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,ACUTE - SMALL,RJF05,SIR ROBERT PEEL HOSPITAL,7. Community hospital (with inpatient beds),1. Freehold,B78 3NG,301722.00,209846.00,4620.00,18500.00,-70719.00,58371.00,0.00,0.00,5101.00,5101.00,100.00,12154.00,4.12,0.34,3743.00,1358.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,3.19,93.81,3.00,0.00,0.00,0.00,0.00,0.00,100.00,126410.00,0.00,1163300.00,298800.00,96410.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,99994.00,522319.00,1541229.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.17,4669.00,3961.00,4308.00,543.00,21.53,443.00,0.91,8413.00,329.68,3946.00,13.65,227.00,13.00,1.00,0.05,Yes,174362.00,6.75,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,19132.00,9.53,98.00,99.00,143064.00,71.26,90.00,98.00,12166.00,6.06,75.00,100.00,0.00,13.15,102682.00,25217.00,11.84,48249.00,125461.00,3. Hybrid,128078.00,4.74
RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,NORTH OF ENGLAND COMMISSIONING REGION,ACUTE - LARGE,AGGRE,AGGREGATE SITE,Aggregate Site,,DN33 2BA,447041.00,255428.00,0.00,0.00,272616.00,1066660.00,0.00,0.00,16006.00,16006.00,100.00,16966.00,0.00,0.00,11776.00,4229.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.89,24.58,11.24,46.97,0.00,0.00,0.00,0.00,11.32,100.00,0.00,1829.00,13640.00,903.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25176.00,102195.00,148422.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2819.00,1499.00,1867.00,14622.00,60.00,3473.00,6.00,3137.00,11.00,13470.00,39.00,0.00,0.00,0.00,0.00,None,0.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00,0.00,0.00,0.00,0.00,0. No Service,0.00,0.00
RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,NORTH OF ENGLAND COMMISSIONING REGION,ACUTE - LARGE,RJL30,"DIANA, PRINCESS OF WALES HOSPITAL",1. General acute hospital,1. Freehold,DN33 2BA,2934932.00,1676944.00,0.00,1098811.00,1789787.00,7002878.00,155768.00,1104.00,73356.00,67145.00,100.00,175157.00,11.36,6.54,41088.00,25063.00,4.00,0.03,7.07,0.00,104.00,15.00,4.00,0.00,1.67,13.57,0.23,74.22,3.93,0.25,0.00,6.13,100.00,4178003.00,4048307.00,3319280.00,1040477.00,7068875.00,1157435.00,7068875.00,1.00,800.00,81.00,12651396.00,4977846.00,5224762.00,0.00,0.00,1187380.00,3808675.00,43071904.00,26356.00,0.00,0.00,0.00,0.00,0.00,0.00,194836.00,0.03,0.03,19145.00,149576.00,149980.00,95999.00,394.00,22800.00,42.00,20596.00,74.00,88431.00,255.00,1263.00,48.00,1.33,0.06,Yes,3252938.00,129.22,Yes,Yes,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,618058.00,19.00,98.00,99.21,2049350.00,63.00,95.00,97.90,487940.00,15.00,80.00,97.90,97588.00,3.00,1275796.00,386867.00,9.92,516226.00,1938499.00,1. Full Service – Contracted,981700.00,42.20
RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,NORTH OF ENGLAND COMMISSIONING REGION,ACUTE - LARGE,RJL31,GOOLE AND DISTRICT HOSPITAL,1. General acute hospital,1. Freehold,DN14 6RX,761259.00,434964.00,2539.00,295196.00,464233.00,1816399.00,467.00,26.00,19027.00,14510.00,98.85,41456.00,6.07,0.00,9593.00,4367.00,0.00,0.00,8.72,0.00,4.00,7.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,100.00,770892.00,1316496.00,1550858.00,139563.00,1726754.00,360634.00,1726754.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,305635.00,1289154.00,942036.00,0.00,2106667.00,0.00,0.00,0.00,0.00,0.00,381306.00,0.01,0.00,19435.00,22502.00,9001.00,24900.00,102.00,5914.00,11.00,5342.00,19.00,22937.00,66.00,309.00,10.00,1.33,0.02,Yes,466291.00,20.87,Yes,Yes,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,69943.00,15.00,98.00,99.85,247135.00,53.00,95.00,99.61,139887.00,30.00,80.00,99.30,9325.00,2.00,251438.00,66415.00,11.36,44843.00,188306.00,1. Full Service – Contracted,110137.00,4.67
RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,NORTH OF ENGLAND COMMISSIONING REGION,ACUTE - LARGE,RJL32,SCUNTHORPE GENERAL HOSPITAL,1. General acute hospital,1. Freehold,DN15 7BH,2362557.00,1349904.00,7879.00,939285.00,1440740.00,5637166.00,43052.00,563.00,59050.00,54238.00,100.00,138241.00,10.82,0.00,42110.00,11566.00,0.00,0.10,0.74,0.00,59.00,49.00,3.00,0.00,0.12,0.00,37.00,20.71,0.00,16.36,0.00,25.81,100.00,6482054.00,5668006.00,5476624.00,304709.00,11551179.00,598881.00,11551179.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1553892.00,8892506.00,19888276.00,0.00,0.00,2467831.00,0.00,0.00,0.00,0.00,0.00,0.04,0.03,117429.00,138373.00,77421.00,77277.00,317.00,18354.00,34.00,16579.00,59.00,71185.00,205.00,1589.00,27.00,1.33,0.06,Yes,2804080.00,112.75,Yes,Yes,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,532775.00,19.00,98.00,99.69,1906774.00,68.00,95.00,99.72,308448.00,11.00,80.00,99.27,56081.00,2.00,1095599.00,350283.00,10.35,413294.00,1500877.00,1. Full Service – Contracted,983037.00,40.33
RJN,EAST CHESHIRE NHS TRUST,NORTH OF ENGLAND COMMISSIONING REGION,ACUTE - SMALL,AGGRE,AGGREGATE SITE,Aggregate Site,,SK10 3RL,1730154.00,54585.00,1329.00,28397.00,7761.00,501449.00,0.00,0.00,10949.00,10905.00,100.00,29510.00,0.68,0.00,8655.00,897.00,0.00,0.00,0.64,1.96,0.00,0.00,0.00,0.00,26.34,4.84,18.84,0.00,0.00,9.24,0.00,40.74,100.00,0.00,8360.00,26570.00,750.00,0.00,8360.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29214.00,145597.00,420375.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8959.00,1027.00,970.00,1318.00,11.92,11005.00,24.09,2618.00,34.43,0.00,0.00,82.00,2.00,0.00,0.00,No,147431.00,5.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00,0.00,0.00,0.00,0.00,0. No Service,41697.00,1.45
RJN,EAST CHESHIRE NHS TRUST,NORTH OF ENGLAND COMMISSIONING REGION,ACUTE - SMALL,RJN63,CONGLETON WAR MEMORIAL HOSPITAL,7. Community hospital (with inpatient beds),1. Freehold,CW12 3AR,92285.00,75028.00,6446.00,5426.00,31429.00,232918.00,0.00,0.00,2486.00,2486.00,100.00,6378.00,1.59,0.00,2175.00,311.00,0.00,0.00,0.00,2.20,0.00,0.00,0.00,0.00,1.66,0.00,0.00,43.95,0.00,2.36,0.00,52.03,100.00,0.00,179830.00,104039.00,9778.00,0.00,1580529.00,42651.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,64298.00,164277.00,1014205.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11812.00,2773.00,2498.00,2271.00,20.00,4296.00,9.00,259.00,3.00,146.00,0.35,74.00,4.00,0.00,0.00,No,157700.00,5.00,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,No,4537.00,3.20,97.00,97.00,93991.00,66.30,95.00,95.00,43239.00,30.50,90.00,91.00,0.00,0.00,81767.00,30576.00,8.02,39071.00,113174.00,1. Full Service – Contracted,83395.00,2.90
RJN,EAST CHESHIRE NHS TRUST,NORTH OF ENGLAND COMMISSIONING REGION,ACUTE - SMALL,RJN71,MACCLESFIELD DISTRICT GENERAL HOSPITAL,1. General acute hospital,1. Freehold,SK10 3BL,4899845.00,1106673.00,55891.00,203198.00,-59852.00,3064240.00,55638.00,113.00,37087.00,37087.00,100.00,97432.00,8.99,0.00,23209.00,13877.00,19.76,25.06,0.00,6.10,29.00,41.00,0.00,3.35,21.01,6.83,14.97,46.61,0.00,0.00,0.00,7.23,100.00,0.00,1628180.00,3037535.00,328949.00,5000.00,1580529.00,42651.00,1.00,500000.00,79.00,11785273.00,4747870.00,4211121.00,0.00,0.00,943047.00,1956904.00,17595185.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.54,0.49,125182.00,86842.00,78957.00,42137.00,377.00,15008.00,33.00,11838.00,155.00,67169.00,161.00,1106.00,50.00,1.14,0.08,No,1726837.00,55.00,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,No,No,Yes,No,180074.00,11.60,97.00,97.00,881739.00,56.80,95.00,96.00,490545.00,31.60,90.00,95.00,0.00,0.00,1166420.00,318753.00,10.98,519080.00,1503595.00,1. Full Service – Contracted,708855.00,24.65
RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,NORTH OF ENGLAND COMMISSIONING REGION,ACUTE - SMALL,RJR05,COUNTESS OF CHESTER HOSPITAL,1. General acute hospital,1. Freehold,CH2  1UL,4370538.00,1174423.00,65304.00,1286061.00,1202569.00,2678481.00,0.00,0.00,63100.00,63100.00,100.00,161271.00,22.60,0.00,41652.00,21448.00,0.00,0.00,0.00,0.00,45.00,74.00,0.00,0.00,15.50,7.50,26.80,33.30,16.90,0.00,0.00,0.00,100.00,0.00,910769.00,1960000.00,3769000.00,0.00,0.00,0.00,1.00,1600000.00,56.00,23530256.00,3874770.00,9214672.00,2059886.00,0.00,1269470.00,3185137.00,39528640.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.50,1.80,99245.00,109908.00,92506.00,0.00,0.00,19960.00,64.49,99087.00,611.63,145407.00,469.82,1688.00,98.00,1.00,0.15,No,2685709.00,108.03,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,No,Yes,589245.00,21.94,96.00,98.00,1231666.00,45.86,96.00,98.00,549496.00,20.46,96.00,98.00,315302.00,11.74,1477900.00,492606.00,9.00,608993.00,2143381.00,1. Full Service – Contracted,1430766.00,54.90
RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,NORTH OF ENGLAND COMMISSIONING REGION,ACUTE - SMALL,RJR60,ELLESMERE PORT HOSPITAL,7. Community hospital (with inpatient beds),7. Leased from NHS Property Services,CH65 6SG,61628.00,42000.00,792.00,2500.00,0.00,0.00,0.00,0.00,5118.00,4686.00,100.00,16100.00,1.60,0.00,3205.00,1481.00,0.00,0.00,8.44,0.00,6.00,3.00,0.00,10.00,0.00,0.00,30.00,30.00,0.00,0.00,0.00,30.00,100.00,0.00,0.00,0.00,0.00,Not Applicable,Not Applicable,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,94253.00,438923.00,851229.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15299.00,17239.00,1999.00,0.00,0.00,0.00,0.00,17422.00,71.91,10027.00,26.97,90.00,7.00,0.00,0.00,No,210548.00,7.09,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,0.00,0.00,0.00,0.00,191599.00,91.00,96.00,98.00,18949.00,9.00,96.00,98.00,0.00,0.00,216012.00,72000.00,9.00,48735.00,161330.00,1. Full Service – Contracted,74845.00,2.80
