Trust Code,Trust Name,Commissioning Region,Trust Type,Site Code,Site Name,Site Type,Tenure,Leasehold Type,Post Code,Estates and facilities finance costs (£),Indirect accommodation subsidies (£),Estates and property maintenance (£),Grounds and gardens maintenance (£),Electro Bio Medical Equipment maintenance cost (£),Other Hard FM (Estates) costs (£),Other Soft FM (Hotel Services) costs (£),Gross internal floor area (m²),Occupied floor area (m²),NHS estate occupied floor area (%),Site heated volume (m³),Land area owned (Hectares),Land area not delivering services (Hectares),Clinical space (m²),Non-clinical space (m²),Private patient (m²),Pathology (m²),Clinical Sterile Services Dept. (m²),Medical records (m²),Human Resources (m²),Information Technology (m²),General Administration (m²),Restaurants (m²),Staff Accommodation (m²),Retail sales area (m²),Income from areas leased out for retail sales (£),Not functionally suitable - occupied floor area (%),Not functionally suitable - patient occupied floor area (%),Floor area - empty (%),Floor area - under used (%),Single bedrooms for patients with en-suite facilities (No.),Single bedrooms for patients without en-suite facilities (No.),Isolation rooms (No.),Cost to eradicate high risk backlog (£),Cost to eradicate significant risk backlog (£),Cost to eradicate moderate risk backlog (£),Cost to eradicate low risk backlog (£),CHP units operated on the site (No.),CHP unit/s size (Watts),CHP unit/s efficiency (%),Fossil energy input to CHP system/s (kWh),Thermal energy output of CHP system/s (kWh),Electrical energy output of CHP system/s (kWh),Exported electricity (kWh),Exported thermal energy (kWh),Energy costs (all energy supplies) (£),Electricity consumed (kWh),Gas consumed (kWh),Oil consumed (kWh),Coal consumed (kWh),Steam consumed (kWh),Hot water consumed (kWh),Electricity consumed - green energy tariff (kWh),Electricity consumed - third party owned renewable (kWh),Non-fossil fuel consumed - renewable (kWh),Electrical energy output of owned onsite renewables (kWh),Water cost (£),Sewerage cost (£),Water volume (including borehole) (m³),Landfill disposal cost (£),Landfill disposal volume (Tonnes),Incineration disposal cost (£),Incineration disposal volume (Tonnes),Waste reycling cost (£),Waste reycling volume (Tonnes),Other recovery cost (£),Other recovery volume (Tonnes),Car parking services cost (£),Parking spaces available (No.),Designated disabled parking spaces (No.),Electric vehicle charging points (No.),Average fee charged per hour for patient/visitor parking (£),Average fee charged per hour for staff parking (£),Is there a charge for disabled parking (select),Cleaning service cost (£),Cleaning staff (WTE),Inpatient food service cost (£),Inpatient main meals requested (No.),Cost of feeding one inpatient per day (inpatient meal day) (£),Unserved meals: Starters (Kg),Unserved meals: Mains (Kg),Unserved meals: Desserts (Kg),Laundry and linen service cost (£),Pieces per annum (No.),Laundry and linen service used (Select),Onsite laundry that could provide services to other organisations (Select),Portering service cost (£),Portering staff (WTE)
R1C,SOLENT NHS TRUST,SOUTH OF ENGLAND COMMISSIONING REGION,COMMUNITY,R1C34,ROYAL SOUTH HANTS HOSPITAL,7. Community hospital (with inpatient beds),7. Leased from NHS Property Services,2. Leased and fully serviced by the landlord,SO14 0YG,1677430.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,29987.00,5158.00,33.00,24739.00,Not Applicable,Not Applicable,4715.00,443.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.00,0.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00,187.00,12.00,0.00,1.60,0.12,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
R1C,SOLENT NHS TRUST,SOUTH OF ENGLAND COMMISSIONING REGION,COMMUNITY,R1CD4,ST MARY'S COMMUNITY HEALTH CAMPUS,7. Community hospital (with inpatient beds),1. Freehold,,PO3 6AD,1835927.00,Not Applicable,243485.00,16274.00,0.00,1420.00,149514.00,14434.00,9382.00,68.00,23455.00,1.93,0.00,7303.00,2079.00,0.00,0.00,0.00,28.00,0.00,390.00,695.00,209.00,0.00,0.00,0.00,0.00,0.00,13.00,0.00,8.00,0.00,0.00,100230.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,187640.00,1247858.00,1950365.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11926.00,19992.00,9973.00,302.00,1.50,1186.00,1.77,7052.00,22.60,7254.00,36.58,94725.00,170.00,18.00,0.00,1.20,0.12,No,546920.00,20.00,166466.00,24133.00,20.69,0.29,1.27,0.49,12447.00,35903.00,1. Full Service – Contracted,No,47037.00,2.00
R1C,SOLENT NHS TRUST,SOUTH OF ENGLAND COMMISSIONING REGION,COMMUNITY,R1CF2,ST JAMES HOSPITAL,3. Mixed service hospital,1. Freehold,,PO4 8LD,2005775.00,Not Applicable,99379.00,33131.00,0.00,1020.00,32179.00,32438.00,9312.00,42.00,22349.00,8.89,0.00,6517.00,2795.00,0.00,0.00,0.00,4.00,0.00,8.00,428.00,0.00,0.00,0.00,0.00,0.00,0.00,29.40,0.00,68.00,9.00,2.00,263800.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33682.00,0.00,1317477.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,374.00,2.56,370.00,0.98,6905.00,20.77,12108.00,60.17,0.00,259.00,16.00,0.00,0.00,0.00,No,277934.00,9.00,548166.00,93912.00,17.51,0.12,4.93,0.65,30168.00,50921.00,1. Full Service – Contracted,No,43419.00,2.00
R1C,SOLENT NHS TRUST,SOUTH OF ENGLAND COMMISSIONING REGION,COMMUNITY,R1CF5,JUBILEE HOUSE,8. Other inpatient,1. Freehold,,PO6 3NH,76980.00,Not Applicable,28229.00,6477.00,0.00,608.00,54359.00,1271.00,1189.00,100.00,3177.00,0.95,0.00,1006.00,183.00,0.00,0.00,0.00,0.00,0.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.00,0.00,23000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18818.00,89624.00,301571.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1355.00,2457.00,1634.00,0.00,0.00,444.00,0.65,528.00,4.85,8582.00,32.15,0.00,17.00,1.00,0.00,0.00,0.00,None,0.00,0.00,165725.00,28395.00,17.51,1.02,2.11,0.35,26797.00,28595.00,1. Full Service – Contracted,No,0.00,0.00
R1D,SHROPSHIRE COMMUNITY HEALTH NHS TRUST,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,COMMUNITY,AGGRE,AGGREGATE SITE,Aggregate Site,,,SY3 8XL,2459905.00,0.00,255969.00,1939.00,180578.00,190562.00,132313.00,15691.00,14122.00,100.00,32580.00,2.34,0.00,7455.00,6667.00,0.00,0.00,0.00,375.00,41.00,299.00,1325.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10000.00,90000.00,235000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,161505.00,199239.00,76588.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15415.00,12250.00,25685.00,1729.00,7.47,11924.00,11.21,28874.00,118.75,0.00,0.00,0.00,331.00,38.00,0.00,0.00,0.00,No,296764.00,6.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0. No Service,Not Applicable,0.00,0.00
R1D,SHROPSHIRE COMMUNITY HEALTH NHS TRUST,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,COMMUNITY,R1D21,LUDLOW HOSPITAL,7. Community hospital (with inpatient beds),7. Leased from NHS Property Services,3. Leased and part serviced,SY8 1QX,699513.00,0.00,286479.00,6232.00,13259.00,4343.00,4713.00,4832.00,3908.00,100.00,10004.00,Not Applicable,Not Applicable,1900.00,2008.00,0.00,0.00,0.00,15.00,0.00,2.00,0.00,48.00,0.00,0.00,0.00,0.00,0.00,12.80,0.00,1.00,3.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00,88.00,7.00,0.00,0.00,0.00,No,205678.00,7.33,152698.00,23472.00,24.27,0.00,26.45,5.08,21397.00,71876.00,3. Hybrid,No,39028.00,1.61
R1D,SHROPSHIRE COMMUNITY HEALTH NHS TRUST,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,COMMUNITY,R1D22,BRIDGNORTH HOSPITAL,7. Community hospital (with inpatient beds),1. Freehold,,WV16 4EU,582478.00,Not Applicable,156530.00,7510.00,14175.00,33737.00,3967.00,5001.00,4632.00,100.00,12506.00,1.09,0.00,2789.00,1843.00,0.00,0.00,0.00,72.00,0.00,3.00,48.00,108.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,205000.00,210000.00,30000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,82448.00,345393.00,77926.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4027.00,3295.00,3702.00,3535.00,1.25,1128.00,2.23,6482.00,30.39,0.00,0.00,0.00,60.00,4.00,0.00,0.00,0.00,No,139750.00,5.11,168295.00,31755.00,16.04,0.00,26.00,11.10,17844.00,59939.00,3. Hybrid,No,12983.00,0.56
R1D,SHROPSHIRE COMMUNITY HEALTH NHS TRUST,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,COMMUNITY,R1D25,BISHOP'S CASTLE HOSPITAL,7. Community hospital (with inpatient beds),1. Freehold,,SY9 5AJ,171557.00,Not Applicable,33845.00,1110.00,3573.00,3996.00,1294.00,807.00,727.00,100.00,2066.00,0.15,0.00,554.00,173.00,0.00,0.00,0.00,4.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,170000.00,10000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24423.00,40792.00,0.00,40579.00,0.00,0.00,0.00,0.00,0.00,177200.00,0.00,3578.00,1789.00,4370.00,1406.00,11.60,757.00,1.58,437.00,8.05,0.00,0.00,0.00,12.00,1.00,0.00,0.00,0.00,No,57924.00,2.56,35919.00,10602.00,10.16,0.00,15.68,13.93,6585.00,22121.00,3. Hybrid,No,0.00,0.00
R1D,SHROPSHIRE COMMUNITY HEALTH NHS TRUST,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,COMMUNITY,R1D34,WHITCHURCH HOSPITAL,7. Community hospital (with inpatient beds),1. Freehold,,SY13 1NT,443441.00,Not Applicable,113869.00,5046.00,12491.00,19789.00,3967.00,3672.00,3153.00,92.60,8198.00,1.59,0.00,2401.00,752.00,0.00,0.00,0.00,11.00,0.00,1.00,41.00,44.00,0.00,0.00,0.00,0.00,0.00,7.40,7.40,2.00,8.00,0.00,75000.00,320000.00,240000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,90087.00,315252.00,46616.00,0.00,0.00,0.00,0.00,0.00,0.00,660368.00,0.00,11602.00,8632.00,5467.00,1416.00,5.58,1536.00,4.06,5715.00,24.23,0.00,0.00,0.00,89.00,7.00,0.00,0.00,0.00,No,140457.00,5.48,271328.00,31644.00,28.56,0.00,9.58,2.56,20531.00,68966.00,3. Hybrid,No,36635.00,1.56
R1E,STAFFORDSHIRE AND STOKE ON TRENT PARTNERSHIP NHS TRUST,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,COMMUNITY,AGGRE,AGGREGATE SITE,Aggregate Site,,,ST5 1QG,11144868.00,0.00,512280.00,100586.00,312269.00,6172.00,2374377.00,57544.00,41846.00,60.00,103162.00,10.40,1.25,12240.00,29606.00,0.00,0.00,0.00,399.00,188.00,868.00,12181.00,0.00,0.00,84.00,15750.00,0.00,0.00,24.00,4.00,0.00,0.00,0.00,763740.00,562250.00,2451000.00,3075450.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,624011.00,2743020.00,8047240.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17670.00,12397.00,11927.00,30945.00,64.74,24470.00,20.18,37227.00,121.97,0.00,0.00,216716.00,1874.00,82.00,0.00,0.00,0.00,No,1034618.00,35.65,0.00,0.00,0.00,0.00,0.00,0.00,31647.00,37499.00,3. Hybrid,No,53502.00,2.22
R1E,STAFFORDSHIRE AND STOKE ON TRENT PARTNERSHIP NHS TRUST,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,COMMUNITY,R1E56,HAYWOOD HOSPITAL,7. Community hospital (with inpatient beds),3. Part site - Private Finance Initiative (PFI),,ST6 7AG,6004820.00,Not Applicable,230160.00,26400.00,3172.00,11320.00,64039.00,16684.00,16684.00,100.00,39207.00,3.53,0.00,10172.00,6512.00,0.00,0.00,0.00,0.00,0.00,62.00,0.00,284.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,39.00,0.00,0.00,54411.00,43967.00,50000.00,150000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,395891.00,1756807.00,3266696.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31022.00,19703.00,19684.00,1090.00,4.64,17983.00,49.86,9065.00,78.83,0.00,0.00,32355.00,302.00,28.00,0.00,0.50,0.00,No,749429.00,30.00,496184.00,130794.00,11.38,0.45,5.14,0.79,113766.00,310804.00,1. Full Service – Contracted,Yes,326150.00,11.00
R1F,ISLE OF WIGHT NHS TRUST,SOUTH OF ENGLAND COMMISSIONING REGION,ACUTE - MULTI-SERVICE,AGGRE,AGGREGATE SITE,Aggregate Site,,,PO30 5TG,213806.00,0.00,157243.00,0.00,0.00,0.00,0.00,4749.00,4749.00,100.00,13207.00,0.67,0.00,2764.00,1985.00,0.00,0.00,0.00,297.00,0.00,0.00,470.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,3.00,0.00,0.00,0.00,50165.00,380752.00,274120.00,15300.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,47377.00,175194.00,668130.00,0.00,0.00,0.00,0.00,70078.00,0.00,0.00,0.00,7831.00,13518.00,5561.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,425.00,57.00,0.00,0.00,0.00,No,115602.00,4.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0. No Service,Not Applicable,0.00,0.00
R1F,ISLE OF WIGHT NHS TRUST,SOUTH OF ENGLAND COMMISSIONING REGION,ACUTE - MULTI-SERVICE,R1F01,ST MARY'S HOSPITAL,1. General acute hospital,1. Freehold,,PO30 5TG,7184242.00,Not Applicable,1751049.00,28833.00,308933.00,240500.00,110450.00,52882.00,52882.00,100.00,132117.00,33.18,13.30,36512.00,16370.00,603.00,1617.00,534.00,1645.00,220.00,236.00,3156.00,1170.00,0.00,0.00,0.00,20.20,0.00,0.00,0.00,83.00,48.00,0.00,1183679.00,1573105.00,2305440.00,1114539.00,2.00,300000.00,61.00,4585009.00,1875020.00,1448963.00,0.00,0.00,1306891.00,6650508.00,16374240.00,10500.00,0.00,0.00,0.00,518025.00,0.00,0.00,0.00,93355.00,148698.00,79269.00,78322.00,330.00,0.00,0.00,58286.00,344.00,200458.00,286.00,341955.00,1386.00,51.00,0.00,0.87,0.05,Yes,1651468.00,63.77,757091.00,217909.00,7.73,111.15,251.35,76.65,517323.00,1232706.00,1. Full Service – Contracted,No,717487.00,25.31
R1H,BARTS HEALTH NHS TRUST,LONDON COMMISSIONING REGION,ACUTE - TEACHING,AGGRE,AGGREGATE SITE,Aggregate Site,,,E1 8PR,6583948.00,0.00,1191349.00,19251.00,8354.00,0.00,0.00,37100.00,35668.00,100.00,54472.00,3.87,0.00,13582.00,22086.00,0.00,155.00,0.00,172.00,0.00,728.00,4279.00,282.00,280.00,41.00,2353.00,10.00,9.00,0.89,3.26,0.00,27.00,0.00,916000.00,882800.00,133000.00,8078883.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,647844.00,2637343.00,5136320.00,0.00,0.00,0.00,0.00,342428.00,0.00,0.00,0.00,33718.00,22480.00,26626.00,0.00,0.00,2045.00,3.14,2511.00,18.44,49191.00,279.17,0.00,95.00,12.00,0.00,1.33,0.21,No,1400878.00,16.00,0.00,0.00,0.00,0.00,0.00,0.00,4008.00,12300.00,1. Full Service – Contracted,No,315224.00,14.00
R1H,BARTS HEALTH NHS TRUST,LONDON COMMISSIONING REGION,ACUTE - TEACHING,R1H12,THE ROYAL LONDON,1. General acute hospital,3. Part site - Private Finance Initiative (PFI),,E1 1BB,54697774.00,Not Applicable,7936726.00,48640.00,4802982.00,2944526.00,2339284.00,203568.00,184948.00,95.00,552995.00,4.88,0.00,109305.00,75638.00,0.00,6980.00,1099.00,2017.00,1137.00,3900.00,11377.00,166.00,1846.00,44.00,27090.00,7.00,2.00,9.00,0.00,284.00,4.00,27.00,1634611.00,3125064.00,3503265.00,5043073.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5686035.00,39956445.00,53662721.00,0.00,0.00,0.00,0.00,3895216.00,0.00,0.00,0.00,321405.00,224361.00,323834.00,0.00,0.00,130485.00,291.76,16464.00,211.45,471311.00,2405.12,0.00,48.00,14.00,0.00,0.00,0.22,No,9946339.00,282.00,5525305.00,677859.00,11.71,0.00,198.53,26.44,1633057.00,4148184.00,1. Full Service – Contracted,No,2800481.00,100.00
R1H,BARTS HEALTH NHS TRUST,LONDON COMMISSIONING REGION,ACUTE - TEACHING,R1HKH,WHIPPS CROSS UNIVERSITY HOSPITAL,1. General acute hospital,1. Freehold,,E11 1NR,10716725.00,Not Applicable,3074784.00,26079.00,865927.00,0.00,1278355.00,98126.00,90161.00,100.00,269581.00,17.86,1.80,47418.00,42713.00,0.00,1059.00,50.00,403.00,1463.00,579.00,1423.00,431.00,196.00,178.00,17690.00,48.00,20.00,15.00,24.00,50.00,41.00,6.00,17120338.00,26818553.00,19140409.00,14767264.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2283518.00,11383156.00,28132114.00,0.00,0.00,0.00,0.00,1098671.00,0.00,0.00,0.00,90295.00,64836.00,77498.00,0.00,0.00,48874.00,76.74,8996.00,118.59,270785.00,1389.75,0.00,1070.00,66.00,1.00,0.83,0.21,No,4405817.00,180.00,3644825.00,548970.00,10.22,0.00,169.14,27.50,1069494.00,2908510.00,1. Full Service – Contracted,No,1218161.00,71.00
R1H,BARTS HEALTH NHS TRUST,LONDON COMMISSIONING REGION,ACUTE - TEACHING,R1HM0,ST BATHOLOMEWS HOSPITAL,3. Mixed service hospital,3. Part site - Private Finance Initiative (PFI),,EC1A 7BB,24309302.00,Not Applicable,2346558.00,15200.00,2346558.00,883358.00,1047909.00,82733.00,77100.00,92.00,230529.00,3.46,0.00,48111.00,28989.00,0.00,167.00,0.00,134.00,38.00,423.00,4486.00,253.00,0.00,38.00,6983.00,14.00,9.00,3.48,6.00,35.00,7.00,36.00,7424885.00,4933357.00,2122066.00,1221735.00,1.00,1547.00,90.00,20704221.00,9344000.00,9346000.00,0.00,0.00,2157710.00,10754815.00,50271734.00,0.00,0.00,0.00,0.00,1037745.00,0.00,0.00,0.00,130007.00,83470.00,98673.00,0.00,0.00,85113.00,149.38,6008.00,106.42,177686.00,998.10,0.00,50.00,5.00,0.00,0.00,0.22,No,5147020.00,142.00,2545414.00,250356.00,13.69,15.91,136.02,27.47,627728.00,1753552.00,1. Full Service – Contracted,No,1247185.00,44.00
R1H,BARTS HEALTH NHS TRUST,LONDON COMMISSIONING REGION,ACUTE - TEACHING,R1HNH,NEWHAM GENERAL HOSPITAL,1. General acute hospital,3. Part site - Private Finance Initiative (PFI),,E13 8SL,10581296.00,Not Applicable,2710890.00,31799.00,313099.00,0.00,1549589.00,43441.00,42639.00,100.00,127491.00,10.40,0.00,31976.00,10663.00,0.00,564.00,25.00,107.00,45.00,279.00,2910.00,359.00,0.00,176.00,8909.00,15.00,11.00,4.00,2.90,106.00,14.00,6.00,2511678.00,983956.00,508513.00,13121000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1458311.00,8710720.00,10824576.00,0.00,0.00,0.00,0.00,856437.00,0.00,0.00,0.00,137706.00,86738.00,103752.00,0.00,0.00,35321.00,57.23,6838.00,89.20,174426.00,822.17,0.00,669.00,28.00,15.00,0.78,0.07,No,3843047.00,119.00,2718758.00,324876.00,12.16,0.00,0.00,0.00,679713.00,1770314.00,1. Full Service – Contracted,No,1306959.00,48.00
R1J,GLOUCESTERSHIRE CARE SERVICES NHS TRUST,SOUTH OF ENGLAND COMMISSIONING REGION,CARE TRUST,AGGRE,AGGREGATE SITE,Aggregate Site,,,GL3 4AW,1822855.00,0.00,525511.00,19020.00,89864.00,1065.00,154558.00,9926.00,9666.00,35.00,13749.00,1.60,0.72,6173.00,3493.00,0.00,0.00,0.00,118.00,261.00,258.00,1808.00,0.00,0.00,0.00,0.00,0.00,0.00,2.60,1.00,6.00,0.00,0.00,0.00,8600.00,38175.00,15085.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,251641.00,1103730.00,1605094.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10931.00,18430.00,7676.00,0.00,0.00,15164.00,9.02,2573.00,13.10,5727.00,24.00,86880.00,282.00,36.00,0.00,0.00,0.00,No,208102.00,7.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0. No Service,Not Applicable,0.00,0.00
R1J,GLOUCESTERSHIRE CARE SERVICES NHS TRUST,SOUTH OF ENGLAND COMMISSIONING REGION,CARE TRUST,R1J06,CIRENCESTER HOSPITAL,7. Community hospital (with inpatient beds),1. Freehold,,GL7 1VY,677758.00,Not Applicable,170389.00,6069.00,142960.00,26800.00,10303.00,11321.00,10712.00,100.00,23887.00,7.71,5.10,7010.00,3702.00,0.00,0.00,0.00,108.00,0.00,37.00,0.00,442.00,591.00,0.00,0.00,10.30,0.00,5.40,0.00,13.00,5.00,0.00,0.00,9050.00,72300.00,23046.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,164560.00,814790.00,246894.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6612.00,4851.00,5152.00,0.00,0.00,10143.00,26.90,1820.00,9.10,10116.00,60.50,0.00,226.00,13.00,0.00,0.00,0.00,No,392893.00,13.98,291174.00,55227.00,15.82,1.36,14.74,3.17,58910.00,151947.00,1. Full Service – Contracted,No,93729.00,3.00
R1J,GLOUCESTERSHIRE CARE SERVICES NHS TRUST,SOUTH OF ENGLAND COMMISSIONING REGION,CARE TRUST,R1J07,VALE COMMUNITY HOSPITAL,7. Community hospital (with inpatient beds),1. Freehold,,GL11 4BZ,329232.00,Not Applicable,75418.00,1453.00,23247.00,26679.00,1942.00,2564.00,2564.00,100.00,6034.00,1.16,0.42,2140.00,424.00,0.00,0.00,0.00,21.00,0.00,10.00,39.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,6.00,33.00,0.00,54725.00,22929.00,0.00,0.00,59290.00,413491.00,29936.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4009.00,7420.00,2704.00,0.00,0.00,3135.00,7.90,364.00,1.80,1274.00,8.30,0.00,150.00,10.00,0.00,0.00,0.00,No,124894.00,4.67,113118.00,20586.00,16.48,0.85,6.18,2.04,17603.00,49491.00,1. Full Service – Contracted,No,25629.00,1.00
R1J,GLOUCESTERSHIRE CARE SERVICES NHS TRUST,SOUTH OF ENGLAND COMMISSIONING REGION,CARE TRUST,R1J08,TEWKESBURY HOSPITAL,7. Community hospital (with inpatient beds),1. Freehold,,GL20 5QN,422174.00,Not Applicable,97761.00,1580.00,37351.00,26849.00,1942.00,3171.00,3171.00,100.00,6928.00,1.57,0.11,2219.00,952.00,0.00,0.00,0.00,24.00,0.00,10.00,68.00,0.00,0.00,0.00,0.00,7.70,0.00,0.00,0.00,20.00,0.00,0.00,0.00,0.00,10000.00,4620.00,1.00,22.00,33.00,0.00,0.00,64465.00,0.00,0.00,71010.00,373391.00,95811.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2086.00,2532.00,1403.00,0.00,0.00,3833.00,7.70,742.00,3.50,3896.00,17.30,0.00,109.00,10.00,0.00,0.00,0.00,No,169248.00,5.71,114427.00,14940.00,22.98,0.51,7.77,1.47,14109.00,38105.00,1. Full Service – Contracted,No,26648.00,1.00
R1J,GLOUCESTERSHIRE CARE SERVICES NHS TRUST,SOUTH OF ENGLAND COMMISSIONING REGION,CARE TRUST,R1J10,DILKE MEMORIAL HOSPITAL,7. Community hospital (with inpatient beds),1. Freehold,,GL14 3HX,152929.00,Not Applicable,88649.00,4022.00,67491.00,26679.00,1942.00,3918.00,3918.00,100.00,7023.00,1.34,0.32,2508.00,1410.00,0.00,0.00,0.00,0.00,0.00,0.00,117.00,0.00,0.00,0.00,0.00,100.00,100.00,0.00,0.00,1.00,7.00,0.00,0.00,7500.00,41700.00,27849.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,73107.00,459218.00,0.00,449863.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9892.00,6894.00,6690.00,0.00,0.00,7104.00,12.00,728.00,3.70,2633.00,14.60,0.00,78.00,7.00,0.00,0.00,0.00,No,205520.00,6.01,140192.00,26799.00,15.69,0.34,5.67,1.70,26375.00,70027.00,1. Full Service – Contracted,No,38355.00,1.20
R1J,GLOUCESTERSHIRE CARE SERVICES NHS TRUST,SOUTH OF ENGLAND COMMISSIONING REGION,CARE TRUST,R1J11,LYDNEY AND DISTRICT HOSPITAL,7. Community hospital (with inpatient beds),1. Freehold,,GL15 5JF,100932.00,Not Applicable,58000.00,6325.00,21226.00,26679.00,2168.00,2414.00,2174.00,100.00,5578.00,0.71,0.01,1444.00,730.00,0.00,0.00,0.00,15.00,0.00,0.00,33.00,0.00,0.00,0.00,0.00,69.40,71.40,9.90,0.00,2.00,3.00,0.00,0.00,0.00,33200.00,21963.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,81611.00,294247.00,595807.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1490.00,1041.00,963.00,0.00,0.00,3292.00,8.00,707.00,3.20,2326.00,11.90,0.00,35.00,5.00,0.00,0.00,0.00,No,164050.00,6.07,117262.00,20514.00,17.15,0.85,5.84,1.92,16126.00,48766.00,1. Full Service – Contracted,No,33831.00,1.20
